NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_001E,B03003_002E,B03003_003E,B19083_001E,B19083_001M,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Tunica County, Mississippi",10170,4659,5511,1966,7984,0,121,0,24,75,0,75,10170,10085,85,0.4960,0.0957,19115,25923,26042,,17650,-666666666,20080,-666666666,,,28,143
"Claiborne County, Mississippi",9120,4312,4808,1066,7972,13,49,0,10,10,0,10,9120,9107,13,0.4934,0.0291,13503,28295,28292,,11445,,,-666666666,,,28,021
"Lauderdale County, Mississippi",77323,37617,39706,42033,33636,160,600,22,364,508,21,487,77323,75568,1755,0.4918,0.0194,23741,30822,31082,23391,15003,24648,22489,,31944,12342,28,075
"Simpson County, Mississippi",27073,13115,13958,16736,9878,3,74,0,23,359,16,343,27073,26980,93,0.4682,0.0191,20495,24727,24797,11371,13282,,26727,-666666666,,20866,28,127
"Attala County, Mississippi",18581,8826,9755,10026,7921,30,37,0,312,255,29,226,18581,18195,386,0.5054,0.0406,20936,27698,27666,20193,12708,39620,7284,-666666666,19849,11786,28,007
"Coahoma County, Mississippi",23802,11006,12796,5048,18436,23,119,0,8,168,11,157,23802,23746,56,0.5193,0.0256,17518,36740,36751,19907,12414,,4981,-666666666,,9974,28,027
"Walthall County, Mississippi",14601,7108,7493,7734,6719,0,63,0,32,53,0,53,14601,14512,89,0.5575,0.0650,20337,24652,24629,17672,15689,-666666666,7756,-666666666,5388,,28,147
"Pontotoc County, Mississippi",31315,15304,16011,24547,5002,9,18,0,1311,428,75,353,31315,29260,2055,0.4451,0.0300,20401,22117,22331,12196,15416,,,-666666666,12807,3768,28,115
"Alcorn County, Mississippi",37180,18287,18893,31589,4332,33,98,0,331,797,49,748,37180,35999,1181,0.4411,0.0240,21321,22525,22823,10326,16470,,5862,-666666666,12154,6562,28,003
"DeSoto County, Mississippi",176132,85174,90958,119830,46053,302,2156,29,3626,4136,558,3578,176132,167533,8599,0.4052,0.0120,29190,32500,33079,16525,23417,18359,25569,,16382,11583,28,033
"Mercer County, Missouri",3664,1834,1830,3550,14,0,19,4,15,62,0,62,3664,3593,71,0.4085,0.0301,22097,22661,22649,19234,3429,-666666666,,,,3208,29,129
"Clay County, Missouri",239164,117296,121868,204916,14425,1301,5141,417,3687,9277,1229,8048,239164,223150,16014,0.4116,0.0105,33342,35111,35682,22866,23808,23157,31385,27657,22841,16023,29,047
"Dent County, Missouri",15504,7692,7812,14821,100,101,72,0,48,362,4,358,15504,15246,258,0.4669,0.0390,22581,22879,22999,16949,39548,22048,,-666666666,31717,8564,29,065
"Worth County, Missouri",2040,981,1059,1981,7,1,4,0,0,47,0,47,2040,2026,14,0.3880,0.0253,24159,24566,24528,,,,,-666666666,-666666666,7762,29,227
"St. Louis city, Missouri",311273,150532,160741,143956,146057,732,10096,195,3183,7054,485,6569,311273,298910,12363,0.5081,0.0066,28478,40319,41559,23111,17559,30690,28944,15330,15926,18064,29,510
"Butler County, Missouri",42733,20823,21910,38740,2437,221,271,2,71,991,0,991,42733,41846,887,0.4802,0.0210,21286,22000,22265,9242,11544,12886,60088,,,8780,29,023
"Holt County, Missouri",4456,2197,2259,4308,30,37,34,1,0,46,3,43,4456,4430,26,0.4053,0.0216,25517,25843,25848,21935,7307,41716,9865,,-666666666,3941,29,087
"Montgomery County, Missouri",11545,5764,5781,10966,178,12,29,10,115,235,0,235,11545,11329,216,0.3981,0.0175,22980,23326,23437,14147,22790,,,,16691,13941,29,139
"Stoddard County, Missouri",29512,14365,15147,28664,340,3,10,0,10,485,20,465,29512,29011,501,0.4309,0.0198,22205,22370,22611,7673,32684,,,-666666666,,5462,29,207
"Washington County, Missouri",24931,12835,12096,23739,492,112,22,4,1,561,9,552,24931,24599,332,0.4280,0.0228,18915,19297,19285,17632,1572,28569,6568,,,16645,29,221
"DeKalb County, Missouri",12564,7947,4617,10796,1228,92,26,21,24,377,9,368,12564,12261,303,0.4162,0.0212,19524,21888,22221,9896,1319,3937,113696,,,6405,29,063
"Lafayette County, Missouri",32589,16106,16483,30639,634,43,185,75,205,808,23,785,32589,31692,897,0.4273,0.0186,28056,28168,28422,18570,26949,16358,8370,,28949,27993,29,107
"Schuyler County, Missouri",4502,2219,2283,4383,23,0,0,0,0,96,0,96,4502,4474,28,0.4490,0.0360,19316,19630,19675,,,-666666666,-666666666,-666666666,-666666666,8874,29,197
"Camden County, Missouri",45096,22328,22768,43463,339,267,145,0,287,595,15,580,45096,43893,1203,0.4569,0.0167,27385,27861,28207,9493,10657,35068,8369,-666666666,4508,14406,29,029
"Jasper County, Missouri",119238,58223,61015,107744,2400,1948,1314,136,1824,3872,236,3636,119238,109869,9369,0.4403,0.0133,24086,24666,25570,12476,15576,20212,34679,40922,11916,16713,29,097
"McDonald County, Missouri",22827,11635,11192,19969,450,698,328,421,357,604,11,593,22827,20185,2642,0.4321,0.0207,20270,20796,21585,16355,15775,14335,11828,9852,30210,19032,29,119
"Polk County, Missouri",31549,15435,16114,30117,299,336,158,16,29,594,0,594,31549,30792,757,0.4293,0.0211,22575,22895,23104,10410,11026,18605,15017,,14114,17412,29,167
"Reynolds County, Missouri",6315,3238,3077,6003,121,26,9,16,44,96,0,96,6315,6194,121,0.4368,0.0297,22693,23137,23187,16499,2034,38535,,22988,,26471,29,179
"Scott County, Missouri",38729,18712,20017,33004,4456,151,160,0,239,719,30,689,38729,37851,878,0.4682,0.0247,23185,24924,24984,20472,13829,20616,11332,-666666666,11546,8384,29,201
"Barton County, Missouri",11850,5865,5985,11161,35,222,0,6,33,393,69,324,11850,11538,312,0.4774,0.0257,25938,26493,26897,4898,12929,17357,-666666666,,15915,16754,29,011
"Cole County, Missouri",76740,38731,38009,64219,8970,283,1080,14,517,1657,102,1555,76740,74596,2144,0.4265,0.0165,29433,32263,32685,16526,15008,12005,27045,,9802,8490,29,051
"Gasconade County, Missouri",14746,7373,7373,14354,62,48,55,0,23,204,4,200,14746,14546,200,0.4251,0.0340,27240,27174,27399,11491,23685,6108,,-666666666,,33304,29,073
"Macon County, Missouri",15254,7683,7571,14415,284,97,80,3,34,341,77,264,15254,15044,210,0.3952,0.0159,21118,21642,21636,19826,17974,6595,8775,,,9704,29,121
"Pemiscot County, Missouri",17031,8022,9009,11937,4631,14,0,2,99,348,26,322,17031,16609,422,0.4895,0.0342,19876,22467,22671,11017,14363,,-666666666,,12558,6968,29,155
"Shannon County, Missouri",8246,4012,4234,7876,12,38,0,0,25,295,0,295,8246,8096,150,0.4501,0.0253,18066,18220,18339,8690,,33995,-666666666,-666666666,,14081,29,203
"Douglas County, Missouri",13374,6700,6674,13210,14,23,9,0,87,31,0,31,13374,13171,203,0.4583,0.0298,19164,18829,18880,11836,26164,207257,,-666666666,10902,43942,29,067
"Henry County, Missouri",21765,10643,11122,20755,289,120,74,0,55,472,49,423,21765,21254,511,0.4544,0.0270,25244,26096,26384,8459,7952,12758,6423,-666666666,,7327,29,083
"Lawrence County, Missouri",38133,18995,19138,36412,240,196,82,0,393,810,9,801,38133,35362,2771,0.4314,0.0165,22341,22675,23623,8413,15943,23246,13806,-666666666,7837,16925,29,109
"Chouteau County, Montana",5789,2839,2950,4482,3,1122,27,2,28,125,3,122,5789,5653,136,0.4350,0.0266,22661,25859,26001,7363,,11598,,,,13110,30,015
"Lincoln County, Montana",19358,9678,9680,18372,12,135,97,31,146,565,33,532,19358,18783,575,0.4779,0.0327,24082,24605,24831,11693,9542,24717,21326,,4623,13356,30,053
"Treasure County, Montana",777,384,393,748,0,0,14,0,4,11,0,11,777,771,6,0.4012,0.0518,26348,26545,26616,,-666666666,-666666666,31600,-666666666,,,30,103
"Sweet Grass County, Montana",3653,1770,1883,3503,8,40,10,0,0,92,2,90,3653,3542,111,0.4258,0.0301,29649,29224,29779,12265,,,,-666666666,-666666666,19791,30,097
"Prairie County, Montana",1342,673,669,1324,0,18,0,0,0,0,0,0,1342,1324,18,0.4494,0.0622,28087,28469,28389,,-666666666,,-666666666,-666666666,-666666666,-666666666,30,079
"Glacier County, Montana",13699,6855,6844,4451,38,8920,16,14,34,226,0,226,13699,13297,402,0.5209,0.0190,17219,27251,28230,8845,14534,12227,22575,,,17253,30,035
"Golden Valley County, Montana",724,355,369,675,28,0,0,0,0,21,0,21,724,665,59,0.4489,0.0655,27476,29179,30210,,,-666666666,-666666666,-666666666,-666666666,9357,30,037
"Stillwater County, Montana",9410,4693,4717,9016,20,97,40,0,59,178,0,178,9410,9040,370,0.3948,0.0225,32061,32462,32962,21019,,26591,9475,-666666666,34661,15699,30,095
"Granite County, Montana",3269,1696,1573,3200,5,16,2,0,0,46,3,43,3269,3195,74,0.4779,0.0517,29074,29338,29895,5458,,27900,,-666666666,-666666666,13398,30,039
"Madison County, Montana",8218,4261,3957,7752,20,75,4,0,191,176,0,176,8218,7806,412,0.4432,0.0290,34014,35152,35432,21257,,12255,,-666666666,18790,14041,30,057
"Sheridan County, Montana",3574,1794,1780,3343,0,45,16,0,5,165,0,165,3574,3479,95,0.4513,0.0415,33711,34966,35739,7908,-666666666,12153,34456,-666666666,,14779,30,091
"Big Horn County, Montana",13376,6572,6804,4194,6,8815,20,3,38,300,18,282,13376,12539,837,0.4254,0.0213,18560,31117,32783,16888,,12708,,,27839,11534,30,003
"Garfield County, Montana",1141,605,536,1140,0,0,0,0,0,1,0,1,1141,1139,2,0.4657,0.0488,27291,27313,27319,,-666666666,-666666666,-666666666,-666666666,-666666666,,30,033
"Lewis and Clark County, Montana",67077,33186,33891,62921,185,1207,424,44,366,1930,44,1886,67077,64912,2165,0.4103,0.0176,32433,33412,33898,12523,15588,19337,29183,16148,10674,15522,30,049
"Missoula County, Montana",115983,58372,57611,106340,594,2675,1880,134,430,3930,361,3569,115983,112269,3714,0.4767,0.0128,30636,31814,32217,18027,18252,18171,22265,16722,27543,13933,30,063
"Cascade County, Montana",81746,41269,40477,71996,1055,3950,706,71,874,3094,117,2977,81746,78177,3569,0.4691,0.0201,29212,30794,31040,19126,22646,13333,48265,25613,18898,13550,30,013
"Powell County, Montana",6861,4310,2551,6235,24,301,34,0,12,255,9,246,6861,6731,130,0.4138,0.0346,25060,26555,26826,6821,5554,5017,,-666666666,24892,15592,30,077
"Gallatin County, Montana",104729,54246,50483,98713,352,899,1469,11,677,2608,119,2489,104729,100952,3777,0.4626,0.0108,34331,35104,35441,22165,16017,16110,34607,,29357,15021,30,031
"Beaverhead County, Montana",9393,4748,4645,8922,6,234,43,13,38,137,0,137,9393,8972,421,0.4963,0.0392,28941,29942,30617,14498,,9623,1940,,12953,13290,30,001
"Musselshell County, Montana",4807,2399,2408,4749,0,8,20,0,0,30,0,30,4807,4679,128,0.4199,0.0347,22737,22680,22998,11200,-666666666,,,-666666666,-666666666,34833,30,065
"Sheridan County, Nebraska",5234,2566,2668,4331,40,502,42,2,26,291,8,283,5234,4973,261,0.4770,0.0387,27304,30520,30604,18276,9250,5911,41410,,,14064,31,161
"Nuckolls County, Nebraska",4275,2140,2135,4180,7,7,57,0,6,18,0,18,4275,4159,116,0.4505,0.0486,26735,27055,27426,12280,,,,-666666666,,9117,31,129
"Frontier County, Nebraska",2609,1326,1283,2542,2,20,3,0,0,42,1,41,2609,2582,27,0.4420,0.0449,28583,29076,29284,8681,,,,-666666666,-666666666,11817,31,063
"Douglas County, Nebraska",554992,273743,281249,441478,61513,3266,20210,315,11090,17120,1456,15664,554992,486222,68770,0.4694,0.0054,33734,37351,40313,15876,19117,14977,27371,23116,17704,14647,31,055
"Chase County, Nebraska",3734,1865,1869,3703,2,0,10,0,1,18,0,18,3734,3365,369,0.3820,0.0398,29526,29550,30863,17653,,-666666666,,-666666666,,,31,029
"Arthur County, Nebraska",418,205,213,400,0,2,0,0,2,14,0,14,418,415,3,0.4665,0.0823,26514,27254,27297,,-666666666,,-666666666,-666666666,,8093,31,005
"Franklin County, Nebraska",3006,1490,1516,2946,11,0,4,4,2,39,0,39,3006,2939,67,0.4146,0.0309,27757,27975,28064,23637,10345,-666666666,,,,19267,31,061
"Jefferson County, Nebraska",7188,3486,3702,6961,18,42,11,0,13,143,0,143,7188,6920,268,0.4558,0.0286,26439,26908,27378,10440,,10388,,-666666666,13454,10996,31,095
"Loup County, Nebraska",585,291,294,583,0,2,0,0,0,0,0,0,585,575,10,0.3999,0.0545,28299,28297,28475,,-666666666,,-666666666,-666666666,-666666666,-666666666,31,115
"Phelps County, Nebraska",9120,4578,4542,8792,23,19,24,0,76,186,8,178,9120,8616,504,0.4224,0.0318,30814,31389,32092,16193,13800,3089,,-666666666,10588,19728,31,137
"Scotts Bluff County, Nebraska",36255,17575,18680,33318,304,635,236,114,725,923,375,548,36255,27665,8590,0.4602,0.0237,28089,29234,32496,17094,8747,14603,16667,,23688,10438,31,157
"Kimball County, Nebraska",3667,1855,1812,3488,8,26,12,0,28,105,9,96,3667,3273,394,0.3932,0.0317,23870,24429,25030,17228,,16865,25533,-666666666,7711,12871,31,105
"Merrick County, Nebraska",7803,3919,3884,7445,67,9,23,0,103,156,11,145,7803,7471,332,0.4206,0.0383,29038,28995,29290,16620,8785,,,-666666666,15151,51331,31,121
"Burt County, Nebraska",6528,3209,3319,6215,46,111,32,0,38,86,1,85,6528,6336,192,0.4300,0.0241,28499,29373,29701,12396,15359,10776,6038,-666666666,12003,10890,31,021
"Cuming County, Nebraska",8991,4505,4486,8465,7,15,28,11,297,168,67,101,8991,8100,891,0.4142,0.0302,29306,30380,31387,13185,,15813,12318,,13727,6141,31,039
"Grant County, Nebraska",718,380,338,706,5,0,0,0,0,7,0,7,718,706,12,0.4420,0.0429,22640,22788,22928,,,-666666666,-666666666,-666666666,-666666666,,31,075
"Hayes County, Nebraska",943,495,448,928,0,0,0,0,15,0,0,0,943,874,69,0.4539,0.0487,26369,26303,26885,19836,-666666666,-666666666,-666666666,-666666666,30460,-666666666,31,085
"Cedar County, Nebraska",8523,4329,4194,8352,4,76,6,2,43,40,4,36,8523,8367,156,0.4171,0.0256,29494,29829,30045,15016,,10068,,,20693,12055,31,027
"Johnson County, Nebraska",5197,3097,2100,4513,339,43,48,0,195,59,0,59,5197,4673,524,0.4187,0.0245,23652,26075,27383,10059,5915,1035,16460,-666666666,11758,1885,31,097
"Garfield County, Nebraska",1975,969,1006,1940,4,0,7,0,9,15,0,15,1975,1936,39,0.4097,0.0358,27109,27404,27766,10374,,-666666666,,-666666666,,,31,071
"Pawnee County, Nebraska",2676,1277,1399,2580,0,5,0,0,0,91,0,91,2676,2628,48,0.4557,0.0500,26609,27084,27230,8544,-666666666,,-666666666,-666666666,-666666666,13611,31,133
"Wheeler County, Nebraska",822,435,387,812,0,0,2,0,5,3,0,3,822,817,5,0.3644,0.0487,27832,27906,27906,,-666666666,-666666666,,-666666666,,,31,183
"York County, Nebraska",13799,6693,7106,13113,210,35,56,0,124,261,9,252,13799,13108,691,0.4588,0.0425,31577,32776,33723,11811,6048,,,-666666666,5463,6349,31,185
"Colfax County, Nebraska",10760,5870,4890,9349,374,166,64,22,501,284,144,140,10760,5868,4892,0.3744,0.0228,22407,23346,30960,13105,16790,4204,37277,,14142,20338,31,037
"Logan County, Nebraska",886,462,424,874,0,4,0,0,5,3,3,0,886,860,26,0.3482,0.0325,24813,24465,24246,36000,-666666666,52950,-666666666,-666666666,,,31,113
"Polk County, Nebraska",5255,2540,2715,5124,10,15,3,0,42,61,0,61,5255,4973,282,0.3980,0.0312,30403,30717,31771,9468,26400,38587,,-666666666,,17267,31,143
"Brown County, Nebraska",2988,1430,1558,2912,1,7,10,0,0,58,0,58,2988,2946,42,0.4766,0.0676,28860,29114,29264,18876,,,,-666666666,-666666666,17286,31,017
"Lander County, Nevada",5746,3347,2399,5178,6,252,7,50,193,60,11,49,5746,4248,1498,0.3551,0.0429,33329,34668,35986,29002,,14858,,,22213,,32,015
"Eureka County, Nevada",1830,921,909,1725,1,96,0,0,8,0,0,0,1830,1710,120,0.3971,0.0764,34590,35352,36070,23990,,23318,-666666666,-666666666,,-666666666,32,011
"Mercer County, New Jersey",368762,180369,188393,234759,76176,491,39632,126,9700,7878,1268,6610,368762,305391,63371,0.4999,0.0083,42155,47327,54370,20432,23497,20833,55975,28660,22031,25225,34,021
"Somerset County, New Jersey",330176,161296,168880,222500,31853,778,57302,23,10472,7248,1564,5684,330176,282447,47729,0.4566,0.0057,54393,58306,63128,29716,35211,14728,59346,,26378,24260,34,035
"Atlantic County, New Jersey",268539,130026,138513,178914,40319,969,21567,115,16567,10088,2859,7229,268539,218410,50129,0.4615,0.0071,31366,36707,39991,17237,21887,20509,24119,16040,15568,17199,34,001
"Middlesex County, New Jersey",826698,407247,419451,487018,84342,1864,197711,306,34033,21424,7818,13606,826698,655082,171616,0.4319,0.0039,38140,38942,44425,22833,32522,39201,42809,12883,22616,23877,34,023
"Cape May County, New Jersey",93705,45829,47876,85531,4358,26,910,29,1264,1587,219,1368,93705,86717,6988,0.4809,0.0125,38496,39775,41274,17271,23604,,45227,32879,17874,23045,34,009
"Union County, New Jersey",553066,269450,283616,310654,117079,1580,27959,85,80862,14847,4386,10461,553066,381321,171745,0.4973,0.0060,40201,49214,58966,22677,29374,19054,54188,11072,20227,21858,34,039
"Hunterdon County, New Jersey",125051,62447,62604,113719,3369,63,4934,41,1277,1648,228,1420,125051,117109,7942,0.4335,0.0087,54984,56773,57890,32783,19273,,58263,40639,15709,27397,34,019
"Los Alamos County, New Mexico",18356,9353,9003,15686,36,201,996,0,567,870,139,731,18356,15120,3236,0.3941,0.0215,56410,57254,61002,37965,37847,26502,72197,-666666666,51354,34098,35,028
"Valencia County, New Mexico",75956,38130,37826,61391,839,3256,643,0,7531,2296,897,1399,75956,30113,45843,0.4361,0.0183,21934,22782,28625,18363,21909,17791,29307,-666666666,17524,17552,35,061
"Bernalillo County, New Mexico",677692,332271,345421,501468,19260,32867,17534,493,77556,28514,11842,16672,677692,340065,337627,0.4751,0.0045,29415,32089,40864,21368,27308,19282,33799,19503,19550,19800,35,001
"De Baca County, New Mexico",2060,1052,1008,1536,33,0,6,0,334,151,145,6,2060,1111,949,0.4410,0.0338,19215,20785,23333,15124,,-666666666,,-666666666,16892,11721,35,011
"Hidalgo County, New Mexico",4371,2149,2222,4197,27,28,0,0,59,60,48,12,4371,1836,2535,0.4806,0.0573,20275,20410,25976,16264,,22793,-666666666,-666666666,23161,11895,35,023
"Sandoval County, New Mexico",140769,68955,71814,100391,3098,17653,1943,243,11885,5556,1749,3807,140769,86731,54038,0.4293,0.0092,27549,31511,36868,21296,28292,13100,30790,40356,18894,18280,35,043
"Curry County, New Mexico",50199,26109,24090,33555,2717,555,815,128,10105,2324,1039,1285,50199,29327,20872,0.4559,0.0323,23729,28312,30102,17905,17805,27051,18909,11672,13785,9267,35,009
"Harding County, New Mexico",459,266,193,424,0,0,0,2,11,22,18,4,459,288,171,0.6289,0.0827,32424,33429,40567,18519,-666666666,-666666666,-666666666,,26964,14909,35,021
"San Juan County, New Mexico",127455,63123,64332,66357,816,50524,988,75,5319,3376,503,2873,127455,101836,25619,0.4518,0.0112,23206,29935,33922,17886,32542,15175,25327,31501,20191,12820,35,045
"Chaves County, New Mexico",65459,32600,32859,55609,1111,1063,405,23,5502,1746,762,984,65459,28662,36797,0.4596,0.0178,21356,22269,30108,15512,13207,16203,32468,700,15784,15842,35,005
"Union County, New Mexico",4175,2302,1873,3543,82,92,2,0,298,158,100,58,4175,2429,1746,0.5052,0.0800,23968,26180,35173,12726,5034,9841,,-666666666,14134,11255,35,059
"Roosevelt County, New Mexico",19117,9523,9594,14215,522,104,110,0,3277,889,288,601,19117,11176,7941,0.4514,0.0279,19849,21879,25223,14371,26052,16673,11060,-666666666,13892,7165,35,041
"Bronx County, New York",1437872,676963,760909,306423,490823,9596,52388,1128,525040,52474,22111,30363,1437872,634236,803636,0.5105,0.0046,20850,28766,38993,17093,21408,17399,24612,24100,15407,20676,36,005
"Fulton County, New York",53743,26847,26896,50849,1085,192,382,15,468,752,54,698,53743,52162,1581,0.4228,0.0148,26875,27287,27402,19060,13803,12694,43900,,20687,16842,36,035
"Rensselaer County, New York",159431,78611,80820,137648,10239,212,4134,9,1517,5672,310,5362,159431,151781,7650,0.4317,0.0093,34280,36930,37512,16750,20072,18497,22292,,17145,9533,36,083
"Dutchess County, New York",293894,146174,147720,230158,30830,1061,10664,117,11711,9353,1296,8057,293894,258924,34970,0.4453,0.0078,38048,41254,42457,23376,26026,27533,43855,40571,20139,15759,36,027
"Herkimer County, New York",62505,30918,31587,59916,849,150,331,93,313,853,102,751,62505,61196,1309,0.4147,0.0100,26151,26660,26828,12094,10078,27673,29240,7401,14814,11149,36,043
"St. Lawrence County, New York",109558,55780,53778,101766,2642,828,1153,68,1127,1974,253,1721,109558,107026,2532,0.4407,0.0094,24473,25532,25684,9248,6164,18888,20578,31297,10898,6495,36,089
"Warren County, New York",64480,31698,32782,61797,852,168,677,32,173,781,86,695,64480,62891,1589,0.4367,0.0138,33605,34208,34526,17141,19475,17621,30564,,22702,10730,36,113
"Monroe County, New York",744248,359374,384874,566271,113538,3378,26661,120,12226,22054,2921,19133,744248,680617,63631,0.4646,0.0042,32502,36551,37957,16689,17947,16926,32000,42258,18357,14252,36,055
"Ulster County, New York",179303,88774,90529,152289,10615,368,3452,131,4969,7479,1421,6058,179303,161327,17976,0.4620,0.0102,33879,36645,37625,18400,19873,16764,25387,13845,15480,14774,36,111
"Livingston County, New York",63907,32050,31857,59696,1805,128,833,22,429,994,126,868,63907,61684,2223,0.4150,0.0148,27073,28154,28664,10660,7608,27720,17167,,20312,8017,36,051
"Greene County, New York",47617,24903,22714,42731,2936,281,516,5,489,659,77,582,47617,44864,2753,0.4411,0.0136,27271,28981,29749,14015,8084,6838,35314,,16557,12433,36,039
"Allegany County, New York",47025,23755,23270,44860,652,133,525,12,276,567,24,543,47025,46281,744,0.4157,0.0115,23030,23536,23706,7024,6693,26341,22893,,6668,9576,36,003
"Cattaraugus County, New York",77686,38491,39195,71439,1247,2380,648,0,419,1553,129,1424,77686,76081,1605,0.4256,0.0082,24628,25373,25509,13226,11802,16283,40658,-666666666,10401,10603,36,009
"Schenectady County, New York",154883,75453,79430,119664,15965,351,7187,66,5180,6470,1315,5155,154883,144176,10707,0.4411,0.0123,31412,35032,35879,17889,17227,27088,28532,56568,16630,14488,36,093
"Yates County, New York",25009,11999,13010,24061,226,53,189,7,164,309,23,286,25009,24460,549,0.4512,0.0206,27512,28201,28329,19420,10085,14160,3994,,21033,7355,36,123
"Haywood County, North Carolina",60433,29220,31213,57778,617,294,318,0,535,891,154,737,60433,58126,2307,0.4634,0.0175,29453,29697,30166,14296,20112,17674,50070,-666666666,13054,26504,37,087
"Alleghany County, North Carolina",10973,5386,5587,10346,266,37,31,1,209,83,24,59,10973,9919,1054,0.4237,0.0198,21244,21864,22811,11102,10495,10565,10584,,8197,20283,37,005
"Cleveland County, North Carolina",97159,46856,50303,72778,20244,307,988,23,1475,1344,87,1257,97159,93842,3317,0.4694,0.0193,21920,24073,24440,12956,15298,20144,23726,,16832,10103,37,045
"Granville County, North Carolina",58874,30046,28828,35927,17923,335,266,0,2122,2301,358,1943,58874,54311,4563,0.4291,0.0144,26228,31485,32325,13377,19530,17731,27470,-666666666,12695,9880,37,077
"Hoke County, North Carolina",53239,26320,26919,24053,17740,4459,754,96,3430,2707,181,2526,53239,46289,6950,0.4160,0.0135,20656,25069,26590,12985,19404,13640,21805,27805,11406,12358,37,093
"Iredell County, North Carolina",172525,84936,87589,140774,21229,504,4046,123,2497,3352,382,2970,172525,159656,12869,0.4736,0.0114,32006,34584,35901,15304,19526,18720,35686,23029,16031,12573,37,097
"Pitt County, North Carolina",177372,83620,93752,102147,61671,564,3065,45,5703,4177,187,3990,177372,166469,10903,0.4926,0.0112,25722,31004,31656,16081,18596,15177,40248,,12538,10734,37,147
"Cherokee County, North Carolina",27668,13583,14085,25890,364,430,193,0,190,601,16,585,27668,26822,846,0.4123,0.0167,22754,23234,23385,13882,14278,18576,22258,-666666666,4535,16101,37,039
"Wilkes County, North Carolina",68460,33719,34741,62478,2827,192,419,168,1304,1072,347,725,68460,64144,4316,0.4764,0.0245,23745,24563,25127,11659,17732,12528,23689,12244,10918,11373,37,193
"Alexander County, North Carolina",37119,18942,18177,32640,2105,150,402,31,1285,506,16,490,37119,35396,1723,0.4671,0.0255,24452,26245,26455,8893,13477,26957,11814,,8967,4577,37,003
"Carteret County, North Carolina",68920,33839,35081,61988,3880,192,781,40,268,1771,111,1660,68920,65990,2930,0.4561,0.0123,32005,33165,33740,18531,21505,17570,33889,31383,16165,17568,37,031
"Pasquotank County, North Carolina",39479,19146,20333,23097,14418,35,662,58,207,1002,37,965,39479,37448,2031,0.4389,0.0171,23699,27991,28251,22763,17362,33986,32336,,21305,9993,37,139
"Swain County, North Carolina",14254,6799,7455,9229,60,4218,47,0,114,586,0,586,14254,13523,731,0.4656,0.0396,20984,22331,22542,12078,8017,19428,,-666666666,10514,14149,37,173
"Anson County, North Carolina",25306,13285,12021,12083,12333,96,335,9,166,284,35,249,25306,24307,999,0.4417,0.0198,20124,24334,25296,13896,16406,3620,14173,,34242,7421,37,007
"Franklin County, North Carolina",64902,32281,32621,43927,16410,762,365,150,1729,1559,317,1242,64902,59626,5276,0.4210,0.0145,26273,29113,30116,15580,20697,16956,34089,34975,19240,14623,37,069
"Macon County, North Carolina",34410,16630,17780,32278,489,193,267,0,863,320,17,303,34410,32043,2367,0.4773,0.0208,28429,29263,29658,18199,12557,22902,15594,-666666666,11304,28760,37,113
"Transylvania County, North Carolina",33513,16045,17468,30548,1523,115,111,15,736,465,45,420,33513,32423,1090,0.4327,0.0234,27050,28336,28484,8625,16902,25311,16850,,7301,10788,37,175
"Columbus County, North Carolina",56293,27981,28312,34898,17396,2114,248,9,1088,540,25,515,56293,53352,2941,0.5096,0.0285,22081,26679,26136,23146,14760,18828,14121,,7875,5845,37,047
"Montgomery County, North Carolina",27338,13546,13792,20863,4922,113,407,5,548,480,0,480,27338,23162,4176,0.4786,0.0373,22760,25772,27546,15959,13731,6489,21108,,9265,5288,37,123
"Richmond County, North Carolina",45189,22124,23065,28209,14351,1049,438,60,332,750,26,724,45189,42319,2870,0.4628,0.0152,20745,24208,25619,10071,14349,18082,34531,50770,15546,8410,37,153
"Surry County, North Carolina",72099,34858,37241,65890,2719,281,435,104,1808,862,52,810,72099,64649,7450,0.4805,0.0158,23957,24882,26076,11063,17121,16908,15937,5870,10992,10530,37,171
"Buncombe County, North Carolina",254474,122297,132177,225981,16095,1014,3147,341,2378,5518,606,4912,254474,237945,16529,0.4705,0.0120,31439,32662,33685,18176,20847,29489,31197,10118,31109,14186,37,021
"Cabarrus County, North Carolina",201448,98094,103354,144192,35634,671,6837,114,9357,4643,1129,3514,201448,180888,20560,0.4320,0.0096,31050,33928,34997,16300,23185,29443,48229,53487,13601,11561,37,025
"Davidson County, North Carolina",164664,80508,84156,141056,14970,499,2501,18,2812,2808,103,2705,164664,153148,11516,0.4345,0.0112,25109,26615,27492,12467,16637,17473,19603,,11776,14250,37,057
"Hertford County, North Carolina",24153,11947,12206,8418,14377,273,178,47,271,589,8,581,24153,23256,897,0.4430,0.0163,18918,24634,25357,12962,15898,21289,18793,,16488,12462,37,091
"Pender County, North Carolina",59020,29239,29781,45366,8788,164,315,39,2751,1597,108,1489,59020,54951,4069,0.4735,0.0165,27724,30790,31313,12874,20034,24328,20354,,12711,10676,37,141
