NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Wabash County, Illinois",11730,5754,5976,11378,31,31,84,0,16,190,0,190,11567,163,0.4265,24493,24626,24757,11167,28868,,4369,-666666666,,18457,17,185
"Warren County, Illinois",17784,8744,9040,16151,566,44,257,0,578,188,22,166,16207,1577,0.4274,22923,24238,24885,9492,12969,,8971,-666666666,7511,11490,17,187
"Washington County, Illinois",14527,7259,7268,14151,146,4,54,0,73,99,6,93,14303,224,0.4260,27996,28318,28494,11272,19710,,14689,-666666666,5227,18774,17,189
"Wayne County, Illinois",16627,8181,8446,16269,95,20,84,0,32,127,4,123,16425,202,0.4277,23897,24161,24301,9050,4289,11310,13785,-666666666,5456,17991,17,191
"White County, Illinois",14549,7012,7537,14304,60,5,68,0,7,105,5,100,14375,174,0.4666,26388,26522,26642,15102,11722,,15876,-666666666,,22216,17,193
"Whiteside County, Illinois",57680,28370,29310,53197,829,177,314,122,1825,1216,466,750,51074,6606,0.4081,24815,25413,26296,14537,17328,18214,40060,11132,18352,11857,17,195
"Will County, Illinois",682108,338598,343510,514650,74884,1508,33100,121,40214,17631,4155,13476,572267,109841,0.4005,30791,33117,35167,17344,25034,22436,34916,14802,16470,13075,17,197
"Williamson County, Illinois",66808,33074,33734,61959,2741,256,565,14,187,1086,58,1028,65345,1463,0.4411,24096,25079,25280,12317,10501,1917,24441,,8552,10193,17,199
"Winnebago County, Illinois",292026,142705,149321,231858,36171,593,7144,92,7917,8251,1258,6993,258448,33578,0.4511,24802,27547,28943,13657,13181,15306,26582,35885,12142,9767,17,201
"Woodford County, Illinois",38965,19307,19658,37781,315,33,283,0,240,313,31,282,38350,615,0.3954,30300,30893,31036,13832,6226,17106,22816,-666666666,9970,6730,17,203
"Adams County, Indiana",34533,17066,17467,33682,225,65,83,0,295,183,45,138,33056,1477,0.4196,21161,21378,21660,13608,2376,27369,27916,-666666666,16824,5998,18,001
"Allen County, Indiana",360990,176041,184949,286974,42456,1057,10840,234,8396,11033,1080,9953,336340,24650,0.4457,25485,28102,28737,13580,15720,16901,22790,13642,11190,9591,18,003
"Bartholomew County, Indiana",78628,39105,39523,68855,1513,274,3452,57,3250,1227,169,1058,73711,4917,0.4292,27623,27661,27944,12660,33759,13704,44273,29111,11248,17516,18,005
"Benton County, Indiana",8810,4360,4450,8645,66,0,10,0,14,75,5,70,8351,459,0.3832,22591,22809,23437,11095,5624,-666666666,23640,-666666666,8029,14913,18,007
"Blackford County, Indiana",12576,6205,6371,12277,73,16,69,0,5,136,1,135,12412,164,0.4197,20754,20615,20647,17411,26363,,2175,-666666666,,41347,18,009
"Boone County, Indiana",59246,29326,29920,56172,761,67,1264,0,129,853,116,737,57797,1449,0.4896,38024,38329,38706,19689,24581,35493,45862,-666666666,19922,21230,18,011
"Brown County, Indiana",15074,7560,7514,14681,31,125,21,0,25,191,10,181,14862,212,0.4399,27664,27879,27962,21162,7013,35943,,-666666666,,14054,18,013
"Carroll County, Indiana",20068,10004,10064,19664,63,20,34,0,37,250,26,224,19285,783,0.3943,25040,25296,25886,9360,15740,28230,,-666666666,12173,10342,18,015
"Cass County, Indiana",38730,19399,19331,33729,580,99,476,45,3059,742,253,489,33604,5126,0.4298,21609,23034,23822,10545,11698,29748,22260,,11347,6017,18,017
"Clark County, Indiana",112212,54932,57280,99544,7742,79,903,20,1008,2916,123,2793,106622,5590,0.4136,25057,25898,26444,14645,21554,11677,18089,,17806,10616,18,019
"Clay County, Indiana",26797,13106,13691,26164,88,36,14,0,78,417,46,371,26460,337,0.4035,21520,21830,21910,12098,9788,12844,16686,-666666666,19124,5883,18,021
"Clinton County, Indiana",32987,16246,16741,30990,339,62,62,0,1188,346,119,227,28343,4644,0.3865,22205,22702,23888,12278,21850,14469,19885,-666666666,13477,9821,18,023
"Crawford County, Indiana",10646,5409,5237,10394,29,130,9,0,23,61,13,48,10496,150,0.3888,19002,19256,19453,3625,7583,5501,,-666666666,,14064,18,025
"Daviess County, Indiana",32156,16010,16146,31088,406,53,130,35,257,187,29,158,30743,1413,0.4143,21532,21675,22100,10869,14381,5115,36254,,14072,21937,18,027
"Madison County, Ohio",43326,23786,19540,39277,2618,159,363,7,140,762,31,731,42657,669,0.4168,23994,25779,25916,12913,5301,6951,14612,,9154,7207,39,097
"Mahoning County, Ohio",235809,114506,121303,189613,36425,493,1918,9,2147,5204,404,4800,223948,11861,0.4553,23628,26023,26572,12424,13348,15601,25085,,15443,11928,39,099
"Marion County, Ohio",66171,35278,30893,59735,3805,131,365,2,729,1404,111,1293,64637,1534,0.4283,20986,22269,22416,6980,5498,10179,58751,,5939,7421,39,101
"Medina County, Ohio",174091,85811,88280,166811,2318,325,1905,9,634,2089,210,1879,171025,3066,0.4037,31291,31669,31774,22800,17968,24296,37824,,12908,16519,39,103
"Meigs County, Ohio",23564,11559,12005,22983,248,44,44,0,6,239,5,234,23448,116,0.4236,19097,19199,19277,3078,20549,8211,17920,-666666666,,10465,39,105
"Mercer County, Ohio",40789,20449,20340,39781,182,26,115,207,134,344,0,344,40123,666,0.3913,24362,24559,24691,15899,27559,11312,30329,7755,19772,10652,39,107
"Miami County, Ohio",103145,50709,52436,97474,2256,162,1314,16,179,1744,60,1684,101671,1474,0.4037,25654,26132,26275,15203,15415,19294,29795,,17177,10742,39,109
"Monroe County, Ohio",14590,7280,7310,14307,62,32,0,0,0,189,0,189,14504,86,0.4199,22337,22551,22623,2674,13940,24431,-666666666,-666666666,-666666666,8603,39,111
"Montgomery County, Ohio",534801,257015,277786,394526,110924,1076,10295,242,3695,14043,927,13116,521703,13098,0.4619,25171,27709,27909,19073,17082,17593,35078,12360,12745,14567,39,113
"Morgan County, Ohio",14977,7448,7529,13967,509,33,65,0,43,360,0,360,14871,106,0.4535,21010,21594,21591,17386,17267,,10642,-666666666,2993,9605,39,115
"Morrow County, Ohio",34991,17463,17528,34155,153,18,44,0,49,572,0,572,34545,446,0.3872,22825,23062,23246,8924,20844,,,-666666666,21482,10266,39,117
"Muskingum County, Ohio",85947,41634,44313,79668,2803,166,246,10,186,2868,141,2727,85204,743,0.4269,20887,21454,21495,12042,17963,7943,9856,,30423,9100,39,119
"Noble County, Ohio",14561,8311,6250,13413,913,18,0,0,36,181,0,181,14410,151,0.4235,20719,21723,21785,9795,9012,8628,-666666666,-666666666,2158,10311,39,121
"Ottawa County, Ohio",41304,20562,20742,39546,396,37,152,19,504,650,169,481,39399,1905,0.4067,28703,29342,29597,18636,23415,41459,19834,,12259,7512,39,123
"Paulding County, Ohio",19293,9623,9670,18398,147,54,147,8,202,337,79,258,18440,853,0.4255,23565,24008,24236,16798,15560,6381,21393,18825,22479,7374,39,125
"Perry County, Ohio",36000,17962,18038,35195,137,69,69,0,45,485,23,462,35763,237,0.4120,19580,19723,19716,16088,21055,21819,3983,-666666666,5602,12005,39,127
"Pickaway County, Ohio",56279,29648,26631,52937,1802,162,227,1,77,1073,83,990,55595,684,0.4084,24341,24907,24993,11740,4834,47527,84784,,,12993,39,129
"Pike County, Ohio",28504,14231,14273,27466,233,68,68,67,62,540,19,521,28275,229,0.4463,20292,20411,20328,25762,26023,23593,20916,,,12809,39,131
"Portage County, Ohio",161553,78856,82697,148225,6440,242,2860,0,536,3250,97,3153,159158,2395,0.4289,25926,26664,26739,20622,19665,38657,18086,-666666666,18549,11851,39,133
"Preble County, Ohio",41887,20720,21167,40825,237,100,243,2,0,480,18,462,41606,281,0.4109,23603,23923,23957,13833,13023,23676,8384,,-666666666,9340,39,135
"Putnam County, Ohio",34256,17146,17110,32839,97,14,38,0,819,449,126,323,32306,1950,0.3653,26060,26584,27023,12678,28662,29214,12508,-666666666,14150,9922,39,137
"Richland County, Ohio",122813,62260,60553,107035,10426,121,770,25,620,3816,292,3524,120876,1937,0.4306,21959,23241,23266,15414,12871,10669,49410,,11795,7294,39,139
"Ross County, Ohio",77552,40861,36691,70092,4175,37,401,27,335,2485,104,2381,76716,836,0.4390,21536,22333,22401,9722,12754,10392,50222,,24407,8998,39,141
"Sandusky County, Ohio",60498,29809,30689,54865,1932,135,189,0,1912,1465,209,1256,54902,5596,0.4088,23236,24373,24870,14774,11970,21113,9660,-666666666,16005,6883,39,143
"Scioto County, Ohio",78520,38934,39586,74146,2209,307,278,0,291,1289,26,1263,77596,924,0.4671,20045,20425,20508,10192,12646,23855,21959,-666666666,10402,11713,39,145
"Seneca County, Ohio",56100,28123,27977,52822,1320,111,287,0,534,1026,147,879,53501,2599,0.4190,22552,23234,23628,12367,10726,14402,12766,-666666666,14910,10234,39,147
"Shelby County, Ohio",49165,24486,24679,46578,1191,132,326,9,135,794,70,724,48449,716,0.4262,25603,25982,26164,9699,17492,21746,32306,,9326,16325,39,149
"Stark County, Ohio",375090,181756,193334,333037,26616,479,2765,76,723,11394,462,10932,368494,6596,0.4412,24821,25996,26133,16368,15569,15180,44512,39001,14025,8298,39,151
"Summit County, Ohio",541464,262038,279426,434336,77257,949,12733,107,2147,13935,638,13297,531878,9586,0.4663,28389,30974,31101,20103,17563,21956,27950,12032,15282,10847,39,153
"Trumbull County, Ohio",207596,100899,106697,184529,17422,278,997,11,371,3988,300,3688,204468,3128,0.4253,23139,24203,24349,11964,14841,25104,31014,,17916,8602,39,155
"Tuscarawas County, Ohio",92616,45630,46986,89816,925,275,308,0,416,876,151,725,90624,1992,0.4156,22617,22805,22953,13824,14396,15765,30356,-666666666,19025,13188,39,157
"Union County, Ohio",53090,25224,27866,49203,1127,144,1452,0,108,1056,70,986,52348,742,0.4193,28648,28903,29078,12644,14517,34165,44798,-666666666,3936,11388,39,159
"Van Wert County, Ohio",28612,14036,14576,27659,283,58,87,0,210,315,39,276,27848,764,0.4164,23686,24014,24234,14272,13480,13771,36724,-666666666,22388,3121,39,161
"Vinton County, Ohio",13319,6673,6646,12955,33,8,2,0,0,321,0,321,13307,12,0.4039,18198,18449,18457,10100,,,,-666666666,-666666666,10195,39,163
"Warren County, Ohio",217623,109409,108214,196081,7718,242,9347,41,1082,3112,422,2690,212397,5226,0.4121,33421,34026,34325,20689,18760,26640,36418,191593,21089,25401,39,165
"Washington County, Ohio",61473,30139,31334,59223,667,68,444,23,90,958,61,897,60910,563,0.4495,23933,24107,24168,15574,21012,6496,42728,,6039,9980,39,167
"Wayne County, Ohio",114978,56753,58225,109889,1913,166,1000,0,375,1635,113,1522,113076,1902,0.4126,23151,23434,23562,14360,13021,27135,27035,-666666666,27241,12288,39,169
"Williams County, Ohio",37493,18549,18944,35830,424,128,161,49,420,481,129,352,36026,1467,0.3969,21413,21806,22033,12808,6144,14193,30340,31298,19017,5615,39,171
"Wood County, Ohio",128139,62751,65388,118162,3258,189,2174,9,1510,2837,772,2065,121799,6340,0.4445,27210,27941,28331,15507,13493,17666,37372,,18786,9851,39,173
"Wyandot County, Ohio",22535,11130,11405,21912,69,0,268,8,174,104,7,97,21980,555,0.3908,23266,23391,23646,13466,23372,-666666666,17142,,25107,9437,39,175
"Adair County, Oklahoma",22380,11188,11192,10086,72,8693,141,3,166,3219,41,3178,21093,1287,0.4509,15692,18378,18993,7641,18835,14656,16784,,10626,10235,40,001
"Alfalfa County, Oklahoma",5703,3434,2269,4583,131,100,2,0,157,730,29,701,5435,268,0.4747,26103,28888,29189,15782,10668,2973,,-666666666,21818,15515,40,003
"Atoka County, Oklahoma",13958,7332,6626,10377,592,1641,70,0,101,1177,15,1162,13495,463,0.4658,18587,20800,21124,12743,5700,14684,10594,-666666666,29755,10523,40,005
"Beaver County, Oklahoma",5581,2736,2845,4595,62,23,8,0,776,117,0,117,4388,1193,0.4222,25610,27940,29730,13325,2803,,,-666666666,15085,13856,40,007
"Beckham County, Oklahoma",22941,12445,10496,19551,775,314,70,8,430,1793,93,1700,19957,2984,0.4878,25654,28171,29648,10840,5814,25602,4136,,11733,11088,40,009
"Blaine County, Oklahoma",9832,5318,4514,7827,613,516,26,0,363,487,42,445,8961,871,0.4462,21130,23520,24263,9477,11433,13464,6431,-666666666,10622,11679,40,011
"Bryan County, Oklahoma",43595,21212,22383,32408,846,5605,201,14,1480,3041,55,2986,41290,2305,0.4587,20964,22696,22873,13267,15711,16643,33672,,14327,14347,40,013
"Caddo County, Oklahoma",29551,15291,14260,18499,815,6808,99,0,1372,1958,241,1717,26358,3193,0.4331,18870,22409,23066,11247,11269,13735,7680,-666666666,12804,11261,40,015
"Canadian County, Oklahoma",122832,60881,61951,101400,2883,5313,3766,12,3175,6283,612,5671,113665,9167,0.3847,28160,30232,30919,15905,18703,19718,22253,,16250,15771,40,017
"Carter County, Oklahoma",48288,23453,24835,36042,3336,4023,473,63,1027,3324,169,3155,45366,2922,0.4460,22118,24767,25256,11424,15808,15224,21668,2027,11855,11688,40,019
"Cherokee County, Oklahoma",47860,23598,24262,25428,563,14681,321,51,478,6338,203,6135,44764,3096,0.4522,18893,22122,22977,9035,12136,15840,27331,14188,11156,13803,40,021
"Choctaw County, Oklahoma",15175,7319,7856,9595,1594,1741,66,0,237,1942,143,1799,14667,508,0.4806,18739,19751,19799,11596,19805,19359,32912,-666666666,18036,11911,40,023
"Cimarron County, Oklahoma",2390,1214,1176,1979,12,18,6,0,336,39,0,39,1898,492,0.4410,24946,26993,28599,11790,825,29067,,-666666666,13449,28413,40,025
"Cleveland County, Oklahoma",264934,132363,132571,210518,11659,10841,10671,182,3821,17242,1199,16043,244944,19990,0.4345,27386,29568,30342,16865,20019,20330,21364,43106,16602,16117,40,027
"Coal County, Oklahoma",5877,2866,3011,4255,28,599,10,0,57,928,27,901,5684,193,0.4681,20968,23115,23246,12795,28768,16802,29640,-666666666,12675,13993,40,029
"Comanche County, Oklahoma",125647,65047,60600,80999,21169,6641,2548,717,2633,10940,1397,9543,110482,15165,0.4403,23035,25492,26092,19274,19526,16001,21131,22712,23999,16140,40,031
"Cotton County, Oklahoma",6157,3072,3085,4904,115,531,43,0,134,430,12,418,5753,404,0.4043,21410,23785,24083,10914,9811,15838,17486,-666666666,13386,7206,40,033
"Craig County, Oklahoma",14792,7516,7276,9851,483,2515,90,11,98,1744,45,1699,14368,424,0.4200,19936,21584,21949,9078,13050,15042,30526,30436,21299,18908,40,035
"Creek County, Oklahoma",70607,34978,35629,56295,1668,6332,366,11,695,5240,226,5014,68136,2471,0.4390,22736,24359,24575,16741,12260,16489,24821,39636,13926,17171,40,037
"Custer County, Oklahoma",28506,14397,14109,23782,839,766,395,33,486,2205,167,2038,24108,4398,0.4570,22993,24731,27237,10621,11451,16543,11558,10912,19603,13856,40,039
"Delaware County, Oklahoma",41415,20467,20948,27625,131,8899,499,24,393,3844,100,3744,40073,1342,0.4687,21476,24997,25279,9972,14327,14887,15880,14954,11777,13430,40,041
"Dewey County, Oklahoma",4817,2435,2382,4264,3,143,15,1,2,389,8,381,4547,270,0.4564,25721,27362,27758,14053,,8617,12707,,,14838,40,043
"Ellis County, Oklahoma",4113,2054,2059,3875,8,27,19,0,18,166,30,136,3825,288,0.4791,28458,28544,29510,14744,,101741,35247,-666666666,50256,12491,40,045
"Garfield County, Oklahoma",61663,30574,31089,51258,1987,1141,597,1210,2955,2515,174,2341,55404,6259,0.4325,24647,26540,27562,11080,15472,20658,39865,9504,13079,12408,40,047
"Garvin County, Oklahoma",27421,13488,13933,22430,678,1860,73,1,442,1937,147,1790,25517,1904,0.4815,21315,22421,23095,10517,22818,14801,52088,,13123,14947,40,049
"Grady County, Oklahoma",53161,26349,26812,45459,980,2640,155,46,835,3046,141,2905,50508,2653,0.4251,24286,25745,26137,12145,19862,16590,15485,10615,12767,14406,40,051
"Grant County, Oklahoma",4523,2237,2286,4101,32,27,10,0,99,254,18,236,4347,176,0.4254,28135,29195,29259,13153,12663,13774,14150,-666666666,19583,18378,40,053
"Greer County, Oklahoma",6144,3534,2610,4844,468,198,3,0,448,183,55,128,5503,641,0.4477,19837,20892,21004,22175,3170,27748,,-666666666,25793,11648,40,055
"Harmon County, Oklahoma",2883,1341,1542,1998,202,33,44,0,454,152,47,105,2127,756,0.5000,21012,26442,28436,8866,9799,14576,8534,-666666666,8829,5945,40,057
"Harper County, Oklahoma",3747,1841,1906,3575,2,1,5,0,52,112,14,98,3034,713,0.4185,23484,24230,27050,10258,,,,-666666666,5471,8509,40,059
"Haskell County, Oklahoma",12839,6351,6488,9591,95,1894,47,0,69,1143,51,1092,12373,466,0.4122,18910,20466,20750,9595,15035,14625,51719,-666666666,9188,12515,40,061
"Hughes County, Oklahoma",13840,7383,6457,9421,763,2408,5,4,171,1068,43,1025,13245,595,0.4776,18007,20673,21053,8977,5984,12281,,,8003,17684,40,063
"Jackson County, Oklahoma",26275,12996,13279,19722,1951,374,347,70,1771,2040,372,1668,20515,5760,0.4415,22569,23642,25456,13102,15503,19155,31963,,18091,10129,40,065
"Jefferson County, Oklahoma",6377,3202,3175,5281,39,478,7,0,261,311,34,277,5803,574,0.4496,18828,20385,20786,9696,12638,11258,,-666666666,8506,13874,40,067
"Johnston County, Oklahoma",11043,5425,5618,7921,165,711,76,35,163,1972,143,1829,10573,470,0.4340,19742,21488,21652,12155,20833,17532,19663,,10636,14250,40,069
"Kay County, Oklahoma",45781,22625,23156,36534,861,3728,295,8,984,3371,262,3109,42626,3155,0.4425,22741,25181,25720,13370,11354,13080,17922,,18845,11345,40,071
"Kingfisher County, Oklahoma",15202,7565,7637,13150,64,596,0,11,936,445,28,417,13054,2148,0.3889,26791,28051,29367,14845,10542,25007,-666666666,,15383,18014,40,073
"Kiowa County, Oklahoma",9379,4597,4782,7466,387,546,15,0,477,488,44,444,8454,925,0.5006,23062,25829,26222,13046,17102,13236,,-666666666,11589,7807,40,075
"Latimer County, Oklahoma",10921,5547,5374,7593,96,1592,61,0,114,1465,2,1463,10587,334,0.4669,22065,25026,25378,9741,3220,14891,26185,-666666666,18406,15866,40,077
"Le Flore County, Oklahoma",50048,25186,24862,37712,1195,4875,224,56,1524,4462,134,4328,46666,3382,0.4567,18390,20113,20566,8514,9498,14465,23497,5314,10142,13220,40,079
"Lincoln County, Oklahoma",34366,17068,17298,29515,579,2446,36,0,179,1611,62,1549,33418,948,0.4397,22752,23842,24130,12980,18370,16295,11219,-666666666,20844,14632,40,081
"Logan County, Oklahoma",43700,21632,22068,35699,4006,1624,219,2,555,1595,22,1573,41339,2361,0.4568,26284,28524,29102,15657,13847,19507,71274,,13587,12547,40,083
"Love County, Oklahoma",9574,4668,4906,8161,199,616,50,0,162,386,10,376,8300,1274,0.3988,20151,21114,22972,9309,14397,15062,27724,-666666666,14629,12223,40,085
"McClain County, Oklahoma",35860,17932,17928,30168,323,1925,221,158,979,2086,121,1965,33234,2626,0.4163,26582,27823,28222,17710,12799,25240,11203,6852,18917,18720,40,087
"McCurtain County, Oklahoma",33164,16272,16892,21892,2826,5361,18,0,531,2536,176,2360,31474,1690,0.4522,17691,19635,19782,10018,15427,13140,39856,-666666666,13903,13691,40,089
"McIntosh County, Oklahoma",20334,10035,10299,14275,706,3087,75,0,6,2185,21,2164,19868,466,0.4307,19891,22120,22283,11477,14847,15059,18791,-666666666,2650,13871,40,091
"Major County, Oklahoma",7639,3848,3791,6847,32,299,0,0,292,169,21,148,6993,646,0.4554,27225,29278,30037,8807,,12272,-666666666,-666666666,10466,3730,40,093
"Marshall County, Oklahoma",15964,7886,8078,11696,234,916,0,0,1095,2023,380,1643,13539,2425,0.4553,20831,22846,23592,13128,8559,14140,-666666666,-666666666,14634,16986,40,095
"Mayes County, Oklahoma",41084,20432,20652,27951,178,3737,182,19,22,8995,85,8910,39850,1234,0.4226,20848,23565,23704,14952,18108,14699,18635,30958,9764,15064,40,097
"Murray County, Oklahoma",13656,6913,6743,10348,223,1071,55,0,461,1498,85,1413,12925,731,0.4006,22809,25209,25287,12061,13727,16633,21004,-666666666,11177,15642,40,099
"Muskogee County, Oklahoma",70519,34519,36000,43181,7721,10513,489,10,1023,7582,61,7521,66625,3894,0.4523,20312,23395,24187,10190,13635,16329,25648,57300,11928,15814,40,101
"Noble County, Oklahoma",11498,5654,5844,9646,192,920,19,0,104,617,0,617,11161,337,0.4257,22996,25170,25356,13139,7311,12024,12926,-666666666,20512,10963,40,103
"Nowata County, Oklahoma",10555,5272,5283,7315,188,2092,39,60,30,831,3,828,10273,282,0.4173,20142,21894,22142,12990,10193,17973,24597,11663,,13467,40,105
"Okfuskee County, Oklahoma",12260,6601,5659,7869,956,1902,35,0,76,1422,59,1363,11818,442,0.4424,16664,19546,19829,7889,9877,11869,7917,-666666666,11239,12199,40,107
"Oklahoma County, Oklahoma",743145,363556,379589,510048,111251,22079,23923,613,25630,49601,2574,47027,626194,116951,0.4887,27114,31479,34892,11916,18266,19789,24716,19493,13531,13602,40,109
"Okmulgee County, Oklahoma",39606,19799,19807,26159,3316,4883,113,22,165,4948,89,4859,38211,1395,0.4387,20198,23000,23228,15103,16204,15286,6950,44264,25217,12935,40,111
"Osage County, Oklahoma",47937,24044,23893,31507,5466,7025,74,57,376,3432,25,3407,46451,1486,0.4355,22530,25434,25741,11100,18181,17003,7041,30209,14246,15230,40,113
"Ottawa County, Oklahoma",32086,15734,16352,22266,277,4832,212,266,433,3800,136,3664,30502,1584,0.4321,18231,20000,20436,8768,13088,16020,20716,8308,9196,12641,40,115
"Pawnee County, Oklahoma",16566,8283,8283,13247,171,1732,62,22,78,1254,12,1242,16155,411,0.4202,21660,22780,22920,14383,6308,18393,15855,,20194,16829,40,117
"Payne County, Oklahoma",78723,40189,38534,63696,2845,3642,3031,34,460,5015,46,4969,75421,3302,0.5002,21452,23607,23847,14976,14325,13680,12716,9474,9975,10186,40,119
"Pittsburg County, Oklahoma",45220,23075,22145,32632,1539,4335,240,10,802,5662,211,5451,43272,1948,0.4559,22719,24993,25134,13317,16023,18005,16629,,11348,16954,40,121
"Pontotoc County, Oklahoma",37873,18466,19407,27127,886,2803,210,6,61,6780,18,6762,36194,1679,0.4239,21556,23858,24511,10676,15636,18610,20235,,21287,14401,40,123
"Pottawatomie County, Oklahoma",70700,33777,36923,53875,1920,9139,437,5,662,4662,53,4609,67467,3233,0.4465,21682,24024,24410,11156,11581,15055,30186,,14590,11966,40,125
"Pushmataha County, Oklahoma",11315,5562,5753,8522,126,1463,63,3,84,1054,0,1054,10980,335,0.4797,20108,21115,21402,11451,9527,20449,3303,,14533,14262,40,127
"Roger Mills County, Oklahoma",3743,1878,1865,3392,4,54,1,5,5,282,19,263,3523,220,0.4564,26104,27166,28005,10722,,12283,,,,17025,40,129
"Rogers County, Oklahoma",88444,43990,44454,66742,882,10907,762,7,1301,7843,125,7718,84913,3531,0.4156,27488,30087,30512,17322,22429,19710,18023,,21479,18700,40,131
"Seminole County, Oklahoma",25460,12398,13062,17402,1270,4552,72,9,273,1882,146,1736,24409,1051,0.4603,18797,21488,21647,12401,15534,12186,9915,,16054,12932,40,133
"Sequoyah County, Oklahoma",41720,20599,21121,27523,869,6141,256,0,352,6579,115,6464,40212,1508,0.4324,18639,19759,19873,11134,12463,16805,10330,-666666666,9434,17296,40,135
"Stephens County, Oklahoma",44900,21947,22953,38034,1114,2759,232,10,1097,1654,219,1435,41930,2970,0.4508,23577,25107,25320,14448,10772,19279,19323,,10643,13446,40,137
"Texas County, Oklahoma",21495,11069,10426,13701,400,82,783,0,5843,686,115,571,11926,9569,0.4248,22569,24837,27841,15576,11512,27905,48395,-666666666,15383,14796,40,139
"Tillman County, Oklahoma",7811,3929,3882,5823,644,149,30,9,597,559,183,376,5939,1872,0.4276,18449,20875,22645,11100,12210,10460,11207,,13741,7492,40,141
"Tulsa County, Oklahoma",616128,300316,315812,441257,62789,28938,15669,483,20757,46235,2323,43912,545694,70434,0.4803,27995,32079,34020,13701,15705,21634,27022,13934,13428,16706,40,143
"Wagoner County, Oklahoma",74767,36931,37836,56813,2552,6520,972,0,955,6955,191,6764,70902,3865,0.4024,25239,27691,28167,15702,20934,18196,19452,-666666666,14270,15701,40,145
"Washington County, Oklahoma",51564,24829,26735,40588,1320,4999,883,0,409,3365,68,3297,48780,2784,0.4550,27514,29718,30648,12140,14225,18381,43483,-666666666,13627,17203,40,147
"Washita County, Oklahoma",11622,5745,5877,10621,94,159,15,0,168,565,11,554,10588,1034,0.4350,24213,24892,25865,11969,12043,16199,120960,-666666666,14988,15908,40,149
"Woods County, Oklahoma",8958,4843,4115,7948,322,133,39,4,168,344,43,301,8469,489,0.4547,25494,27616,28291,12946,3907,16181,8515,,6929,11532,40,151
"Woodward County, Oklahoma",20697,10978,9719,18842,225,392,10,5,346,877,9,868,18393,2304,0.4503,25767,26726,28221,17747,3908,9020,,,44536,11055,40,153
"Baker County, Oregon",16049,8104,7945,15273,37,243,105,46,49,296,13,283,15462,587,0.4574,23890,24484,24906,11904,34492,5901,12320,12900,19157,13293,41,001
"Benton County, Oregon",86034,43218,42816,75656,857,484,5190,278,925,2644,255,2389,80246,5788,0.4848,27233,28267,29081,15374,18747,33744,23673,5677,14634,12866,41,003
"Clackamas County, Oregon",384697,189438,195259,344291,3323,2565,15018,979,5690,12831,1389,11442,353763,30934,0.4411,33126,34203,35394,16027,27115,18267,32313,22620,15952,18122,41,005
"Clatsop County, Oregon",37236,18357,18879,33790,267,204,435,27,898,1615,136,1479,34290,2946,0.4329,26281,27236,27810,12428,18357,12436,53659,10770,11548,10432,41,007
"Columbia County, Oregon",49325,24643,24682,45668,100,773,558,118,677,1431,38,1393,47155,2170,0.4219,26316,27109,27484,13841,7355,13680,25656,17131,13896,16046,41,009
"Coos County, Oregon",62678,30785,31893,56070,579,1913,833,82,899,2302,62,2240,59092,3586,0.4662,22993,24094,24337,13135,11536,11132,20158,7871,10286,15436,41,011
"Crook County, Oregon",20798,10324,10474,19298,136,287,53,23,550,451,53,398,19285,1513,0.4205,20533,21184,21279,14939,9779,22170,5026,15800,9848,9998,41,013
"Curry County, Oregon",22341,10780,11561,20615,2,447,97,3,347,830,57,773,20996,1345,0.4181,24056,24581,25081,15802,,17449,21986,,18755,17077,41,015
"Deschutes County, Oregon",163141,80452,82689,152132,619,927,1982,187,3233,4061,497,3564,150724,12417,0.4651,28054,28532,29346,15395,26877,21891,30909,26984,14215,21398,41,017
"Douglas County, Oregon",107156,52920,54236,99464,331,1650,1011,106,745,3849,193,3656,101832,5324,0.4231,22074,22440,22694,15002,17008,17403,31131,13758,15169,14236,41,019
"Gilliam County, Oregon",1926,995,931,1893,11,19,0,0,3,0,0,0,1782,144,0.4156,27401,27540,28586,14531,18455,,-666666666,-666666666,,-666666666,41,021
"Grant County, Oregon",7325,3645,3680,6995,26,46,16,2,4,236,0,236,7087,238,0.4391,22878,23479,23860,10605,1481,18611,14600,,,9096,41,023
"Harney County, Oregon",7253,3675,3578,6680,45,280,82,3,63,100,8,92,6932,321,0.4232,20455,21310,21808,11673,7853,7823,6905,,23338,14200,41,025
"Hood River County, Oregon",22620,11169,11451,20272,73,135,305,71,1078,686,136,550,15774,6846,0.4091,26497,27566,32906,13256,10912,19321,28606,5077,10679,24113,41,027
"Jackson County, Oregon",206583,100809,105774,189271,1476,1647,2064,646,3267,8212,663,7549,182977,23606,0.4511,24460,25238,26549,12884,14104,15943,29963,10624,13464,14185,41,029
"Jefferson County, Oregon",21830,11306,10524,15363,153,3756,173,93,1796,496,39,457,17580,4250,0.4234,21997,25755,27475,11760,7944,14289,14738,13617,10296,14765,41,031
