NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Manatee County, Florida",335840,162371,173469,282584,30097,919,5797,205,10811,5427,754,4673,284456,51384,0.4626,27948,30313,32787,13645,14908,30509,26453,19031,10644,13127,12,081
"Marion County, Florida",334771,160708,174063,273311,42256,1274,4705,104,5584,7537,1559,5978,296327,38444,0.4356,21752,23152,24049,14742,14251,16435,29941,28465,13238,15050,12,083
"Martin County, Florida",149658,73926,75732,130129,8503,677,1429,15,6390,2515,757,1758,130768,18890,0.5160,35183,38023,39824,14602,14722,10627,55677,,9345,18152,12,085
"Miami-Dade County, Florida",2600861,1262305,1338556,1963920,489045,4192,41005,701,66819,35179,11333,23846,904690,1696171,0.5199,23433,25505,43093,20757,15338,20071,30782,21259,19331,19972,12,086
"Monroe County, Florida",75208,39931,35277,67153,4826,280,746,5,1003,1195,107,1088,58902,16306,0.5037,34424,35900,40379,19800,18873,19177,47547,,22841,19432,12,087
"Nassau County, Florida",74918,36734,38184,67783,4929,273,699,19,271,944,125,819,72223,2695,0.4471,29321,30027,30455,17496,21415,17470,45136,,5705,17996,12,089
"Okaloosa County, Florida",188984,95355,93629,150361,17453,1251,5762,160,5274,8723,988,7735,174210,14774,0.4349,29082,31806,32259,19873,18819,23182,23793,9397,19581,13125,12,091
"Okeechobee County, Florida",39398,21173,18225,33452,3453,331,350,0,1348,464,47,417,29689,9709,0.4766,18087,19516,22151,10646,6556,11408,19204,-666666666,8300,33258,12,093
"Orange County, Florida",1200241,590597,609644,780991,249396,3079,60313,1493,67762,37207,9606,27601,862370,337871,0.4762,25052,28910,34276,16864,16625,21576,26137,19790,16597,14692,12,095
"Osceola County, Florida",289449,141991,147458,220205,32506,799,7690,211,17699,10339,2914,7425,150937,138512,0.4175,18996,19898,25493,14350,16369,10286,24861,7172,13459,14074,12,097
"Palm Beach County, Florida",1359074,657406,701668,1025542,241136,2506,33688,702,28167,27333,4531,22802,1087550,271524,0.5099,33072,38013,43699,18306,16252,18572,29860,24544,18790,16306,12,099
"Pasco County, Florida",472745,229640,243105,421022,22473,1415,10715,332,5076,11712,2681,9031,413029,59716,0.4419,24076,24647,25542,17498,20523,21762,23452,25200,15814,14753,12,101
"Pinellas County, Florida",925030,443516,481514,767248,95649,2423,28733,765,9061,21151,2721,18430,846732,78298,0.4791,29617,31842,33096,17956,16967,24502,27440,19516,16065,15857,12,103
"Polk County, Florida",617323,302511,314812,486381,92931,1749,10449,222,12327,13264,2026,11238,502251,115072,0.4328,21157,23012,25278,13504,13637,18963,26735,25272,11813,10343,12,105
"Putnam County, Florida",73191,36168,37023,56857,11855,246,473,88,2038,1634,147,1487,66343,6848,0.4686,18587,20473,21217,10096,11514,21121,19135,14873,9811,14881,12,107
"St. Johns County, Florida",203402,98729,104673,182338,10965,395,4285,187,896,4336,316,4020,191773,11629,0.4825,37147,38632,39453,23943,17185,32736,47098,18920,32949,17399,12,109
"St. Lucie County, Florida",283988,138722,145266,206581,54271,1081,4525,64,8991,8475,1696,6779,235385,48603,0.4615,23422,26057,28520,13882,16191,17093,26809,,13269,15437,12,111
"Santa Rosa County, Florida",158240,80593,77647,137237,8450,995,3113,799,1337,6309,687,5622,150586,7654,0.4229,27478,28836,29137,18118,22576,16977,24431,16832,13983,11851,12,113
"Sarasota County, Florida",386944,184785,202159,352049,17680,1093,5732,91,3739,6560,553,6007,354542,32402,0.4811,33300,34723,36160,18137,15521,19682,31660,24963,26376,12618,12,115
"Seminole County, Florida",432135,208732,223403,345365,49538,733,17336,320,6584,12259,2300,9959,353218,78917,0.4530,28870,31069,33821,18315,18006,15453,30786,36832,16851,15169,12,117
"Sumter County, Florida",103708,53222,50486,91654,9070,269,813,51,665,1186,267,919,97683,6025,0.4185,28875,31305,32315,11254,10351,19249,9584,13588,4425,12553,12,119
"Suwannee County, Florida",43404,22040,21364,35871,5780,134,123,0,691,805,56,749,39556,3848,0.4480,18966,20435,21417,9649,11329,20596,19881,-666666666,24050,3597,12,121
"Taylor County, Florida",22690,12926,9764,17130,4899,209,55,24,111,262,0,262,21818,872,0.4075,16748,19339,19944,4379,8704,13232,3884,-666666666,3039,10618,12,123
"Union County, Florida",15258,10064,5194,11282,3066,172,105,2,259,372,46,326,14479,779,0.3982,13467,16482,16951,5054,4624,14053,14379,,4286,395,12,125
"Volusia County, Florida",498981,243169,255812,411057,52132,1927,8396,219,15286,9964,2013,7951,440423,58558,0.4592,23844,25794,26869,15394,13480,12743,24290,47332,15073,12341,12,127
"Wakulla County, Florida",31015,17272,13743,25417,4652,124,141,0,167,514,16,498,29907,1108,0.3965,21738,23813,24121,13572,11933,11860,23043,-666666666,3973,15644,12,129
"Walton County, Florida",57821,29335,28486,50115,3162,716,650,104,1962,1112,79,1033,54508,3313,0.4796,25854,27954,28255,13714,7916,21776,23375,11478,11607,12797,12,131
"Washington County, Florida",24660,13358,11302,19708,3640,247,40,0,128,897,66,831,23852,808,0.4363,17950,20377,20667,10836,9083,18593,6708,-666666666,7316,2468,12,133
"Appling County, Georgia",18421,9176,9245,14117,3451,27,165,8,432,221,46,175,16691,1730,0.4479,19440,20887,22152,8614,14892,,19920,,12913,9459,13,001
"Atkinson County, Georgia",8297,4098,4199,5523,1406,28,0,0,1147,193,33,160,6281,2016,0.4834,16228,17926,19700,7695,18215,15657,-666666666,-666666666,7956,2438,13,003
"Bacon County, Georgia",11196,5631,5565,8825,1755,0,138,9,420,49,0,49,10342,854,0.4405,18109,19259,19699,15615,12376,-666666666,16545,,20626,1971,13,005
"Baker County, Georgia",3342,1608,1734,1777,1552,8,0,0,0,5,0,5,3324,18,0.4761,22136,30695,30896,,12353,,-666666666,-666666666,-666666666,,13,007
"Baldwin County, Georgia",45854,22840,23014,25186,18942,93,701,39,423,470,104,366,44895,959,0.5123,18582,21969,22131,10172,14739,17414,17232,,5162,7669,13,009
"Banks County, Georgia",18317,9400,8917,17130,525,17,224,0,181,240,30,210,17193,1124,0.4094,20433,20656,21072,14668,20128,,11202,-666666666,24668,11863,13,011
"Barrow County, Georgia",70873,35103,35770,57049,8387,236,2480,0,1200,1521,120,1401,64343,6530,0.3726,21185,22494,23429,12211,16535,12911,16915,-666666666,17476,8917,13,013
"Bartow County, Georgia",100771,49832,50939,84464,10785,581,743,8,2801,1389,102,1287,92922,7849,0.4173,21715,23109,23490,14499,14273,24172,28732,,11248,10971,13,015
"Ben Hill County, Georgia",17547,8558,8989,10509,6141,0,4,8,364,521,259,262,16481,1066,0.4829,15497,18763,19430,6148,10695,-666666666,,,13535,7659,13,017
"Berrien County, Georgia",19091,9372,9719,16153,2070,14,112,0,290,452,219,233,18162,929,0.4526,16660,17319,17472,7919,16151,32821,2723,-666666666,7470,4320,13,019
"Bibb County, Georgia",155237,73338,81899,67556,81443,125,2599,38,750,2726,187,2539,150477,4760,0.5150,21276,30241,31243,13128,14041,28112,28203,16676,10939,11251,13,021
"Bleckley County, Georgia",12912,6189,6723,8960,3667,3,74,0,19,189,99,90,12772,140,0.5324,19191,24644,24629,18840,6174,,33158,-666666666,1895,9306,13,023
"Brantley County, Georgia",18463,9221,9242,17412,748,0,110,40,13,140,0,140,18081,382,0.4061,16774,17082,17098,11739,13033,-666666666,5857,,8300,6314,13,025
"Brooks County, Georgia",15766,7722,8044,9320,5595,24,70,0,571,186,30,156,14922,844,0.4828,19473,25116,25396,9253,11535,7267,11333,-666666666,10011,9223,13,027
"Bryan County, Georgia",32185,15999,16186,25308,4841,107,658,0,267,1004,155,849,30354,1831,0.4065,27941,29450,29389,24563,25695,12801,18892,-666666666,15479,11593,13,029
"Bulloch County, Georgia",71940,35699,36241,47288,20322,233,1219,16,1527,1335,226,1109,69361,2579,0.4998,18546,21823,22037,16430,12064,12101,11316,,18911,8650,13,031
"Burke County, Georgia",23136,11171,11965,11075,11596,7,32,0,281,145,49,96,22477,659,0.4637,16663,23180,23172,14088,10750,,31613,-666666666,9724,1975,13,033
"Butts County, Georgia",23469,12514,10955,16414,6570,13,113,12,165,182,0,182,22788,681,0.4143,20165,22820,23046,16212,13498,48377,61163,,5839,8273,13,035
"Calhoun County, Georgia",6549,3916,2633,2220,3948,23,42,0,273,43,0,43,6209,340,0.6064,15410,17831,17686,11362,14420,34604,24352,-666666666,8433,6698,13,037
"Camden County, Georgia",51193,26288,24905,38403,9685,265,684,147,248,1761,143,1618,48268,2925,0.4048,23833,26277,26742,16994,16716,15106,31135,36882,17534,7951,13,039
"Candler County, Georgia",11056,5417,5639,7539,2713,52,201,0,503,48,0,48,9831,1225,0.5024,16943,18484,19581,7219,14291,33594,9848,-666666666,10201,6958,13,043
"Carroll County, Georgia",111872,54455,57417,85295,20334,354,984,0,2431,2474,250,2224,104792,7080,0.4543,21384,23932,24710,9536,14527,12476,16288,-666666666,9077,5260,13,045
"Catoosa County, Georgia",64955,31699,33256,60604,1735,296,879,2,236,1203,374,829,63293,1662,0.3924,22415,22870,22998,15350,18198,13865,14284,,16606,14722,13,047
"Charlton County, Georgia",13098,7428,5670,9385,3419,82,19,0,102,91,45,46,11653,1445,0.4529,17586,19055,20177,11681,14663,7517,2089,-666666666,3319,4192,13,049
"Chatham County, Georgia",275303,132864,142439,148598,109299,595,7018,235,3718,5840,929,4911,259313,15990,0.4710,25636,33077,34209,17369,16676,18579,22892,12620,13966,15959,13,051
"Chattahoochee County, Georgia",11846,7665,4181,8276,2255,87,347,42,338,501,58,443,10147,1699,0.3433,19538,20635,20474,19926,17252,17605,18623,30914,21414,10461,13,053
"Chattooga County, Georgia",25484,13240,12244,21891,2882,17,135,12,260,287,30,257,24348,1136,0.4422,15932,17070,17390,8151,9790,12953,8150,,6990,3412,13,055
"Cherokee County, Georgia",221951,109320,112631,191990,14112,865,3819,56,7165,3944,696,3248,200051,21900,0.4112,30299,31826,33134,14219,24408,24749,25038,33386,13135,14470,13,057
"Clarke County, Georgia",119681,56906,62775,78002,31615,131,5011,7,2130,2785,281,2504,106999,12682,0.5398,19333,22221,24239,9348,14467,24689,12281,,11599,12069,13,059
"Clay County, Georgia",3110,1534,1576,933,1995,0,0,0,0,182,175,7,2972,138,0.4742,12446,22501,22580,1084,8556,-666666666,-666666666,-666666666,-666666666,3544,13,061
"Clayton County, Georgia",264221,125870,138351,58024,175863,694,13344,27,10036,6233,721,5512,228990,35231,0.4229,18074,18225,22546,11170,18813,12635,16831,,10167,11818,13,063
"Clinch County, Georgia",6777,3286,3491,4566,1820,59,18,0,191,123,6,117,6509,268,0.5403,18256,20082,20318,1763,16162,24871,8911,-666666666,,8024,13,065
"Cobb County, Georgia",708920,343796,365124,440344,185448,1357,34205,362,31923,15281,3318,11963,620255,88665,0.4566,33418,39124,42090,15289,24282,27391,35032,25064,14388,16727,13,067
"Coffee County, Georgia",42947,21925,21022,27757,11801,100,275,0,2684,330,30,300,38414,4533,0.4737,16796,20670,21675,8813,9384,23864,13329,-666666666,10614,7055,13,069
"Colquitt County, Georgia",45987,22765,23222,32028,10722,46,32,11,2595,553,95,458,37832,8155,0.4772,16972,19253,21210,9603,12321,9889,60134,,9580,8130,13,071
"Columbia County, Georgia",132362,64485,67877,100339,21669,315,5562,47,1505,2925,457,2468,124854,7508,0.4189,30411,32427,33154,17066,24588,15650,31629,,14479,11674,13,073
"Cook County, Georgia",17061,8278,8783,11794,4692,24,44,0,289,218,0,218,16051,1010,0.4688,18858,21817,22155,15272,12339,19704,7752,-666666666,12240,9978,13,075
"Coweta County, Georgia",131419,64309,67110,101697,23312,128,2035,28,1279,2940,263,2677,122586,8833,0.4175,27462,29806,30718,16848,19114,26601,33749,,15411,13463,13,077
"Crawford County, Georgia",12536,6365,6171,9282,2845,30,63,0,23,293,62,231,12401,135,0.4181,21128,21765,21817,16808,19174,37960,61440,-666666666,,7624,13,079
"Crisp County, Georgia",23403,11105,12298,12620,10080,32,237,37,119,278,17,261,22643,760,0.5032,19455,28235,28869,14073,9211,,6581,,9845,8061,13,081
"Dade County, Georgia",16533,8124,8409,15843,156,152,77,44,53,208,32,176,16203,330,0.4207,21760,22228,22345,13093,13897,6309,26656,,,6626,13,083
"Dawson County, Georgia",22500,11172,11328,21315,99,124,152,0,462,348,12,336,21611,889,0.4677,28138,29003,29349,13482,11298,11783,11595,-666666666,15674,9509,13,085
"Decatur County, Georgia",27508,13399,14109,14574,11426,99,100,0,1129,180,37,143,26020,1488,0.5228,18387,24445,24911,12013,11236,39076,15431,-666666666,11378,16166,13,087
"DeKalb County, Georgia",707185,337535,369650,250716,380615,2112,38619,329,20287,14507,1877,12630,641536,65649,0.4903,28971,44349,49819,14377,20390,13867,27169,12212,11504,20110,13,089
"Dodge County, Georgia",21365,11187,10178,14397,6174,11,108,0,169,506,8,498,20624,741,0.4458,17771,21348,21722,9561,10409,,33122,-666666666,11663,4915,13,091
"Dooly County, Georgia",14443,7959,6484,6629,7471,11,30,0,221,81,44,37,13472,971,0.4639,14411,20141,20995,5516,9488,30445,5710,-666666666,13329,3586,13,093
"Dougherty County, Georgia",93890,43646,50244,27277,63429,113,693,14,1008,1356,135,1221,91593,2297,0.5197,18770,30780,30704,19956,13699,19170,41992,,7262,11227,13,095
"Douglas County, Georgia",135037,64837,70200,70973,55739,151,2251,0,3454,2469,181,2288,123297,11740,0.4079,23356,25728,26856,15080,21257,12426,28775,-666666666,12081,14043,13,097
"Early County, Georgia",10662,5012,5650,5108,5343,0,50,0,139,22,0,22,10461,201,0.4844,19302,26143,25726,25295,13142,-666666666,136,-666666666,12718,12086,13,099
"Echols County, Georgia",4018,1907,2111,3220,62,11,44,0,581,100,9,91,2877,1141,0.4583,17350,19396,21502,9231,18634,,3870,-666666666,9406,2388,13,101
"Effingham County, Georgia",53673,26536,27137,44293,7455,158,487,42,550,688,11,677,51925,1748,0.3834,25481,27051,27365,18199,17001,13893,31305,,18629,19705,13,103
"Elbert County, Georgia",19694,9336,10358,13186,5982,7,31,0,435,53,0,53,18674,1020,0.4641,19709,23158,23842,9777,12907,,,-666666666,11694,7496,13,105
"Emanuel County, Georgia",22731,11138,11593,13916,7685,75,58,0,659,338,31,307,21725,1006,0.4855,16960,20369,20700,6340,11263,7692,117069,-666666666,8769,6976,13,107
"Evans County, Georgia",10868,5195,5673,6400,3301,1,43,0,1070,53,20,33,9540,1328,0.4651,19177,24753,25376,7557,12235,,35260,-666666666,7483,1696,13,109
"Fannin County, Georgia",23632,11495,12137,22955,57,206,111,2,12,289,15,274,23179,453,0.4404,19520,19777,19840,18797,4698,13590,4617,,,12185,13,111
"Fayette County, Georgia",107930,52252,55678,77218,22167,278,4329,74,1306,2558,249,2309,100630,7300,0.4196,35987,38656,39999,21185,31241,26032,27421,13873,26674,17531,13,113
"Floyd County, Georgia",96146,46493,49653,74782,13985,682,1268,18,3911,1500,135,1365,86686,9460,0.4612,20863,23137,24149,9524,13029,8016,23062,,8844,15864,13,115
"Forsyth County, Georgia",189314,94179,95135,161289,5621,461,14143,0,4473,3327,417,2910,171130,18184,0.4168,35118,36181,37545,18113,27697,27181,38229,-666666666,10269,17410,13,117
"Franklin County, Georgia",22051,10815,11236,18993,2039,5,133,0,617,264,26,238,21134,917,0.4278,18242,19181,19317,10411,13003,,30628,-666666666,10146,4100,13,119
"Fulton County, Georgia",967100,470642,496458,440901,426478,2251,59052,372,17354,20692,2918,17774,892517,74583,0.5400,36827,54679,58854,18367,20043,16680,37329,31607,16876,19969,13,121
"Gilmer County, Georgia",28441,14419,14022,26335,284,35,115,0,1296,376,55,321,25505,2936,0.4577,21260,22184,22686,11525,5541,51637,15288,-666666666,9255,8789,13,123
"Glascock County, Georgia",3086,1521,1565,2743,238,0,0,0,8,97,11,86,3042,44,0.3916,19134,20014,20151,3364,16118,-666666666,-666666666,-666666666,,,13,125
"Glynn County, Georgia",80937,38182,42755,53668,20848,262,1096,85,2923,2055,557,1498,75732,5205,0.4881,26667,32943,33371,13319,13757,21373,42408,,11385,7422,13,127
"Gordon County, Georgia",55666,27514,28152,49401,2580,155,617,0,2190,723,312,411,47531,8135,0.4362,19595,20648,21906,9841,13268,10143,20122,-666666666,7552,8316,13,129
"Grady County, Georgia",25239,12491,12748,15970,7148,19,65,29,1501,507,0,507,22583,2656,0.4735,16286,20645,21651,4775,9534,23326,16648,,3928,5946,13,131
"Greene County, Georgia",16190,7938,8252,9420,5999,5,84,0,463,219,22,197,15195,995,0.5503,28179,40598,42010,10448,10724,5340,15943,-666666666,11337,12944,13,133
"Gwinnett County, Georgia",842091,413437,428654,442511,208408,3087,91934,402,73280,22469,3775,18694,670949,171142,0.4248,26060,31505,35745,13150,22396,18665,23032,31337,11483,13656,13,135
"Habersham County, Georgia",43342,20398,22944,38237,1651,89,1029,0,1743,593,58,535,37649,5693,0.4226,18816,19854,21290,9221,5930,29103,19804,-666666666,11189,6924,13,137
"Hall County, Georgia",185318,92553,92765,152338,13981,660,3178,42,11572,3547,793,2754,135562,49756,0.4461,23551,25634,30145,11023,15635,14372,21623,23595,10141,12478,13,139
"Hancock County, Georgia",9043,4923,4120,2219,6612,16,32,0,108,56,24,32,8845,198,0.4712,12661,19831,20515,1117,10553,,,-666666666,2048,5129,13,141
"Haralson County, Georgia",28563,13950,14613,26216,1487,34,228,0,245,353,41,312,28198,365,0.4388,20468,20913,21007,13997,18014,42982,10604,-666666666,18776,3107,13,143
"Harris County, Georgia",32539,16173,16366,25849,5419,112,214,0,299,646,69,577,31550,989,0.4300,32002,34189,34550,40681,20585,,27458,-666666666,82076,12189,13,145
"Hart County, Georgia",25406,12568,12838,19597,5041,12,98,5,465,188,29,159,24530,876,0.4686,20881,23256,23607,8751,13439,-666666666,13411,,11879,872,13,147
"Heard County, Georgia",11674,5808,5866,10179,1186,7,4,0,4,294,0,294,11414,260,0.4092,19360,19895,20117,9933,17534,,,-666666666,,8730,13,149
"Henry County, Georgia",209069,100271,108798,113118,80262,376,6424,58,3200,5631,320,5311,196281,12788,0.3976,25123,27283,27908,17589,23848,13656,20254,,14958,12224,13,151
"Houston County, Georgia",145622,70889,74733,90066,42491,269,3760,48,4641,4347,453,3894,136360,9262,0.4163,24613,28458,28561,18904,19254,19311,21086,17175,14890,11178,13,153
"Irwin County, Georgia",9482,4893,4589,6537,2767,0,6,0,35,137,21,116,9406,76,0.4848,18614,21035,21108,5913,13827,-666666666,,-666666666,9100,1877,13,155
"Jackson County, Georgia",60928,30207,30721,54052,4419,194,1011,71,374,807,155,652,56946,3982,0.4194,23076,24205,25016,12100,14332,13607,14819,18025,13635,12762,13,157
"Jasper County, Georgia",13647,6718,6929,10103,2881,268,54,0,47,294,0,294,13101,546,0.4510,21526,23735,23970,8940,16620,9356,11720,-666666666,12838,7959,13,159
"Jeff Davis County, Georgia",15028,7635,7393,11581,2370,32,57,0,948,40,0,40,13398,1630,0.4245,17898,19488,20034,8628,14689,,15965,-666666666,7182,,13,161
"Jefferson County, Georgia",16554,7974,8580,7182,9044,15,36,0,126,151,58,93,16018,536,0.4608,14795,21761,22398,5470,9521,5967,16547,-666666666,8189,5342,13,163
"Jenkins County, Georgia",8794,4231,4563,5418,3033,0,9,0,141,193,0,193,8283,511,0.4985,18351,20607,21544,7499,15039,-666666666,,-666666666,5574,,13,165
