NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Cochise County, Arizona",128177,65281,62896,106136,5076,1496,2250,399,6577,6243,1200,5043,84080,44097,0.4529,23757,24709,29160,14998,25219,21426,29470,18770,16521,12822,04,003
"Coconino County, Arizona",138064,68229,69835,87335,2136,37054,2430,178,4202,4729,866,3863,119134,18930,0.4767,24711,30319,31851,18353,19118,14213,23324,22981,19008,11762,04,005
"Gila County, Arizona",53179,26432,26747,41812,332,8249,418,0,985,1383,186,1197,43315,9864,0.4328,21470,24231,25991,16044,13333,9849,23558,-666666666,13721,14144,04,007
"Graham County, Arizona",37529,20148,17381,29600,741,4941,265,49,953,980,226,754,25483,12046,0.4244,17710,19262,21875,14224,17849,9053,17983,15059,17418,14707,04,009
"Greenlee County, Arizona",9224,4905,4319,8333,175,351,51,0,220,94,74,20,4934,4290,0.4102,23778,23873,28684,18626,25062,26562,15194,-666666666,22614,9929,04,011
"La Paz County, Arizona",20304,10366,9938,15274,77,2683,148,48,1600,474,75,399,14988,5316,0.4389,21447,23068,25801,14527,15060,14608,26974,16438,17390,21437,04,012
"Maricopa County, Arizona",4088549,2021817,2066732,3214001,216064,77142,157074,8425,281320,134523,27886,106637,2850257,1238292,0.4682,28791,31174,37130,15127,21005,17149,33599,19148,14583,15752,04,013
"Mohave County, Arizona",203629,102473,101156,182395,2100,4332,2551,279,6421,5551,877,4674,171642,31987,0.4455,22026,22669,23983,13643,12867,14325,33626,28756,14091,13869,04,015
"Navajo County, Arizona",108209,54271,53938,51614,905,47599,659,100,3808,3524,496,3028,96252,11957,0.4696,16564,23252,24124,13986,14071,10186,17201,7782,13104,9277,04,017
"Pima County, Arizona",1003338,493568,509770,775748,35337,32542,27297,1483,89364,41567,10860,30707,641073,362265,0.4713,26204,28912,34110,16336,20277,13174,27492,22765,14997,14290,04,019
"Pinal County, Arizona",397604,207471,190133,317989,18223,20889,6974,1375,20437,11717,2275,9442,281532,116072,0.4202,21982,23746,27296,14250,19082,12260,20019,7683,14798,11344,04,021
"Santa Cruz County, Arizona",46547,22284,24263,39587,194,177,357,18,5634,580,280,300,7811,38736,0.4818,18860,19360,34963,15837,17272,40850,20546,,12774,36502,04,023
"Yavapai County, Arizona",218586,106905,111681,201048,1159,3998,1874,80,5782,4645,363,4282,187864,30722,0.4415,26584,27326,28897,15460,24264,16516,32566,15234,14841,16128,04,025
"Yuma County, Arizona",203292,104216,99076,147979,4230,2301,2622,348,40956,4856,1448,3408,77320,125972,0.4388,19483,21051,30247,13696,21039,12796,31042,8711,13845,15630,04,027
"Arkansas County, Arkansas",18569,8798,9771,13483,4892,11,1,0,14,168,30,138,18013,556,0.4876,23287,26793,27298,10915,14019,36155,,-666666666,,9007,05,001
"Ashley County, Arkansas",20989,10185,10804,15049,5440,43,0,0,307,150,13,137,19909,1080,0.4546,20290,23601,23799,17657,12034,,-666666666,-666666666,12402,9412,05,003
"Baxter County, Arkansas",40992,19848,21144,39668,101,218,227,7,205,566,5,561,40156,836,0.4388,23068,23284,23403,15545,5011,18521,17269,,14781,18233,05,005
"Benton County, Arkansas",245231,121493,123738,216485,3634,3376,8713,1045,4844,7134,894,6240,205826,39405,0.4477,28996,29576,32247,15026,33797,19071,35208,7094,19002,16074,05,007
"Boone County, Arkansas",37301,18285,19016,36003,129,284,191,46,16,632,2,630,36442,859,0.4520,21719,21726,21871,14776,33384,33077,24759,,9963,11979,05,009
"Bradley County, Arkansas",11096,5485,5611,6833,3239,157,0,0,822,45,10,35,9523,1573,0.4794,20465,25558,27057,9251,13185,1131,-666666666,-666666666,11271,6396,05,011
"Calhoun County, Arkansas",5210,2679,2531,3992,1140,6,11,15,2,44,0,44,5012,198,0.4401,21093,23645,24480,8938,12907,,,,,,05,013
"Union County, Arkansas",40334,19599,20735,26064,13299,319,200,0,108,344,58,286,38848,1486,0.4697,22240,26300,27147,10679,14888,11862,18267,-666666666,17866,12108,05,139
"Van Buren County, Arkansas",16892,8363,8529,16151,91,64,40,0,43,503,44,459,16404,488,0.4445,19883,20130,20300,14368,20524,14292,14310,-666666666,17058,13230,05,141
"Washington County, Arkansas",219930,109797,110133,172215,7585,1904,5268,4658,21781,6519,956,5563,184376,35554,0.4931,25249,28334,29519,12032,15485,19733,24890,8698,11055,16275,05,143
"White County, Arkansas",78823,38642,40181,72140,3357,155,573,15,768,1815,140,1675,75609,3214,0.4686,22510,23234,23640,10522,13123,18701,27923,,13042,13813,05,145
"Woodruff County, Arkansas",6873,3266,3607,4801,1831,5,101,7,10,118,1,117,6830,43,0.4724,18382,19712,19819,5019,15492,,,,,4547,05,147
"Yell County, Arkansas",21716,10731,10985,17708,590,163,308,0,2765,182,67,115,17525,4191,0.4231,18981,20197,20919,12680,15404,11552,9849,-666666666,13351,19940,05,149
"Alameda County, California",1605217,786730,818487,703973,182092,10176,452582,13811,140543,102040,19517,82523,1243147,362070,0.4688,39042,47724,56212,21215,27687,27695,40148,26382,19920,23686,06,001
"Alpine County, California",1184,692,492,857,10,224,9,0,0,84,0,84,1092,92,0.5054,26783,33728,34730,12374,,9271,,-666666666,-666666666,7775,06,003
"Amador County, California",36963,19839,17124,32039,898,502,547,76,1553,1348,87,1261,32141,4822,0.4355,27496,29802,31009,14157,1029,20226,23194,20408,11661,13413,06,005
"Butte County, California",223877,110926,112951,186105,3366,2445,9651,457,8164,13689,1626,12063,189374,34503,0.4816,25077,27077,28551,15150,13026,19878,16296,40379,15054,13447,06,007
"Calaveras County, California",44787,22156,22631,41304,258,453,448,155,394,1775,87,1688,39759,5028,0.4648,30577,31949,33282,20107,13904,15445,29243,10459,17838,9842,06,009
"Colusa County, California",21361,11097,10264,18721,222,211,346,20,1223,618,120,498,9010,12351,0.4563,25745,26369,42642,14294,54198,31470,32168,23675,13050,16280,06,011
"Contra Costa County, California",1107925,540671,567254,661857,97032,5447,171853,5511,95126,71099,12479,58620,830249,277676,0.4679,40792,47880,55577,21116,28159,24503,42101,23124,18948,20722,06,013
"Del Norte County, California",27628,15168,12460,21485,642,1834,672,31,668,2296,146,2150,22302,5326,0.4748,20282,21501,24764,7637,5804,25627,29585,,11507,8689,06,015
"El Dorado County, California",183000,91349,91651,159165,1784,1494,7596,343,6204,6414,731,5683,160132,22868,0.4578,37089,38245,39798,20776,24106,27509,47263,27970,15438,23622,06,017
"Fresno County, California",963160,480527,482633,593119,48434,10034,95558,1868,176490,37657,10907,26750,462024,501136,0.4799,21057,24499,34742,13597,16308,16903,20462,16181,12705,14951,06,019
"Glenn County, California",27976,14216,13760,23493,195,516,685,129,2318,640,123,517,16721,11255,0.4792,20362,21592,27156,12444,15186,19212,14023,18898,13639,9176,06,021
"Humboldt County, California",135182,67449,67733,109778,1603,6834,3739,331,4729,8168,803,7365,120652,14530,0.4592,24038,25575,26280,15266,18392,14846,18896,17557,15007,20033,06,023
"Imperial County, California",178807,91324,87483,124349,4856,1914,2558,254,36347,8529,4187,4342,30927,147880,0.4669,16311,17791,30517,14017,15982,15578,31082,18996,11647,10450,06,025
"Inyo County, California",18326,9235,9091,15003,180,2092,223,34,372,422,79,343,14459,3867,0.4177,28678,30551,34380,16882,13610,19588,24165,13400,22660,22517,06,027
"Kern County, California",871337,447079,424258,647832,48264,10051,40088,1623,94294,29185,8470,20715,421590,449747,0.4603,21094,22400,32148,13590,15808,15026,26654,14374,15118,14975,06,029
"Kings County, California",150261,83207,67054,100728,9596,2054,5700,381,25612,6190,1322,4868,70399,79862,0.4502,19123,20999,29131,12143,20124,16834,28772,14329,11449,10953,06,031
"Lake County, California",64076,31982,32094,50491,1395,2246,872,69,7100,1903,271,1632,51990,12086,0.4691,21799,24040,24847,12824,10332,15743,22752,,11149,17299,06,033
"Lassen County, California",31945,21191,10754,25461,2845,904,535,256,1189,755,212,543,26065,5880,0.4321,20072,22993,26559,5327,5379,20101,12488,7339,4504,11138,06,035
"Los Angeles County, California",10057155,4954616,5102539,5283457,831313,62671,1431361,26810,2030157,391386,110467,280919,5195507,4861648,0.5023,29301,34982,51522,16749,25373,19842,32729,22046,15442,22300,06,037
"Madera County, California",153366,74035,79331,121146,5102,2415,3055,179,15929,5540,2099,3441,67101,86265,0.4567,19021,20155,29050,12601,13336,15996,30631,20006,12469,13181,06,039
"Marin County, California",259358,126745,132613,204928,6075,797,14693,571,20533,11761,2073,9688,218415,40943,0.5251,63608,72452,76514,22568,38314,24833,54175,22492,14580,24568,06,041
"Mariposa County, California",17645,8881,8764,15542,226,541,224,27,320,765,74,691,15856,1789,0.4562,27832,28616,29979,14319,30528,17696,23910,,24014,20726,06,043
"Mendocino County, California",87409,43634,43775,72347,564,3501,1539,185,4749,4524,729,3795,66454,20955,0.4876,25278,27450,31070,12768,10964,15861,19521,27915,13910,13398,06,045
"Merced County, California",265001,133782,131219,155239,8902,1865,19843,537,66865,11750,4793,6957,112526,152475,0.4589,19130,22336,30572,13525,19283,16425,17885,23654,13678,10002,06,047
"Modoc County, California",9033,4637,4396,8151,82,379,130,8,66,217,7,210,7698,1335,0.4221,21899,22862,24573,11789,,14626,12655,,13438,11399,06,049
"Mono County, California",14051,7551,6500,11917,90,384,167,0,1064,429,58,371,10186,3865,0.3729,31059,33323,38626,13717,24179,18736,25395,-666666666,11845,30513,06,051
"Monterey County, California",430201,219883,210318,300610,11488,3173,25195,2076,70177,17482,3776,13706,183117,247084,0.4586,25947,28826,46201,15008,22094,20334,29212,25909,15169,18547,06,053
"Napa County, California",140823,70010,70813,103119,2943,1221,10931,267,17274,5068,1339,3729,93659,47164,0.4712,38057,42921,50740,20171,32830,26384,33985,23723,18311,21778,06,055
"Nevada County, California",98639,48833,49806,90973,495,1128,1281,75,1686,3001,458,2543,89620,9019,0.4514,33385,34158,35212,19521,22425,23653,42550,21065,11964,23852,06,057
"Orange County, California",3132211,1546687,1585524,1974749,51519,12938,602013,9552,362842,118598,24177,94421,2061658,1070553,0.4697,35939,40835,51309,18631,33377,24849,35008,34457,16164,22082,06,059
"Placer County, California",370571,180790,189781,308414,5473,1957,24862,585,11535,17745,2305,15440,320667,49904,0.4460,37914,39297,41064,22957,36335,32760,41256,34235,20497,21683,06,061
"Plumas County, California",18754,9484,9270,16800,26,417,171,190,341,809,55,754,17176,1578,0.4653,31292,32412,33343,19952,9412,31918,18097,14899,25387,17549,06,063
"Riverside County, California",2323892,1156126,1167766,1470294,145025,20205,143067,6915,436022,102364,28239,74125,1220924,1102968,0.4478,24443,27695,35576,15714,23347,20884,27498,21987,14995,16121,06,065
"Sacramento County, California",1479300,722955,756345,876485,146464,11133,224235,15500,104392,101091,17029,84062,1146333,332967,0.4598,28292,33074,37045,17639,21280,21969,25895,20369,17342,15524,06,067
"San Benito County, California",58051,29062,28989,48662,440,445,1517,110,4090,2787,973,1814,24187,33864,0.4060,27848,28656,41364,19512,49663,24691,32079,24212,22576,16392,06,069
"San Bernardino County, California",2106754,1047925,1058829,1306582,180733,17510,142332,6933,356704,95960,27412,68548,1017650,1089104,0.4442,21857,23585,31146,15824,20499,17405,29387,16338,15669,13925,06,071
"San Diego County, California",3253356,1635137,1618219,2310046,163928,21577,376393,14918,207129,159365,29156,130209,2177037,1076319,0.4662,32482,35269,44044,17920,25888,23891,33292,25458,16789,19168,06,073
"San Francisco County, California",850282,433226,417056,409355,45607,2922,287847,3168,59686,41697,5973,35724,720384,129898,0.5188,55567,75717,82183,30501,27317,28054,41562,29759,24266,34030,06,075
"San Joaquin County, California",714860,355719,359141,403016,49874,4508,106511,3995,83247,63709,9370,54339,425531,289329,0.4525,23477,27224,34626,15191,20110,19091,22610,22446,15064,15229,06,077
"San Luis Obispo County, California",278680,141572,137108,238145,5516,1950,10375,256,13169,9269,1378,7891,217585,61095,0.4516,32335,34378,37660,18696,19618,21111,25551,10320,16054,21126,06,079
"San Mateo County, California",754748,371545,383203,404461,18533,2440,203926,10615,76854,37919,7005,30914,565443,189305,0.4860,50262,60470,71903,23555,32594,29050,48362,24706,20743,28580,06,081
"Santa Barbara County, California",439395,220159,219236,325664,8878,4162,23342,768,57857,18724,4525,14199,244374,195021,0.4813,31098,34756,45521,16839,24308,21413,31086,36566,16129,18884,06,083
"Santa Clara County, California",1885056,949223,935833,883775,48003,8742,648047,7810,198893,89786,19362,70424,1388465,496591,0.4666,46034,53681,66096,21601,32957,25784,48194,27676,19387,24754,06,085
"Santa Cruz County, California",270931,134367,136564,214929,2374,1595,12169,322,27342,12200,2277,9923,181344,89587,0.4754,34732,38257,45742,17092,42992,23368,29504,11906,15697,20984,06,087
"Shasta County, California",179228,87903,91325,155944,1759,4329,5273,71,3698,8154,1072,7082,162525,16703,0.4541,25094,26315,26933,16631,19057,17072,19490,8879,15484,15434,06,089
"Sierra County, California",2931,1449,1482,2809,2,33,1,14,14,58,0,58,2626,305,0.4724,31873,31933,34027,13081,,61500,,,,28848,06,091
"Siskiyou County, California",43668,21713,21955,37355,709,1468,695,140,640,2661,261,2400,38568,5100,0.4588,23542,25127,26424,12438,18081,11671,13807,7117,14931,14765,06,093
"Solano County, California",429596,213518,216078,227173,60716,2118,65444,3579,38856,31710,5003,26707,320309,109287,0.4277,30251,34877,39908,18848,25158,20400,32551,25405,17644,18776,06,095
"Sonoma County, California",497776,243919,253857,378638,7848,5353,19421,1602,60010,24904,4616,20288,368142,129634,0.4593,35639,40331,44086,17852,23444,23051,33709,22137,16311,19809,06,097
"Stanislaus County, California",530561,262151,268410,396063,14505,3467,28764,3746,61006,23010,5578,17432,295566,234995,0.4504,22915,24578,31035,14901,22703,21492,24428,16205,14800,15360,06,099
"Sutter County, California",95406,47486,47920,67721,1861,859,14358,377,4389,5841,785,5056,66921,28485,0.4593,24335,26723,32884,13816,25418,17715,20599,25577,15203,13250,06,101
"Tehama County, California",63015,31379,31636,54530,394,1736,883,3,2958,2511,505,2006,48056,14959,0.4402,21521,22325,24469,13601,12840,20102,24210,,15225,12890,06,103
"Trinity County, California",13180,6752,6428,11373,144,566,205,138,393,361,20,341,12230,950,0.4663,22387,23618,23897,16277,17761,13025,15085,,20077,13224,06,105
"Tulare County, California",455769,227963,227806,363181,7261,5847,16004,703,48026,14747,4339,10408,168625,287144,0.4679,18257,18887,30636,11911,16620,14606,25306,14778,13550,12852,06,107
"Tuolumne County, California",53864,28134,25730,47618,1023,882,706,106,1289,2240,357,1883,47631,6233,0.4795,29431,31285,31769,21059,8879,18616,18677,24306,11708,17508,06,109
"Ventura County, California",843110,417442,425668,669728,14847,6294,59749,1530,54528,36434,7864,28570,489878,353232,0.4456,34331,35599,47799,18494,34526,27294,42142,28473,20275,20623,06,111
"Yolo County, California",209671,102268,107403,140668,5161,1494,29092,856,20509,11891,2115,9776,144223,65448,0.4879,28996,32815,38727,17582,21576,20334,24956,26000,17018,18890,06,113
"Yuba County, California",73897,37471,36426,53217,2260,1059,5125,322,6035,5879,1117,4762,53994,19903,0.4240,21418,23524,25922,13560,25671,18384,18059,20078,14424,11447,06,115
"Adams County, Colorado",479977,241414,238563,397314,15373,5842,17978,680,26102,16688,3495,13193,293125,186852,0.4046,26051,27430,34074,16545,19859,20452,22670,26348,17178,18401,08,001
"Alamosa County, Colorado",16353,7971,8382,14264,337,452,173,39,645,443,124,319,8883,7470,0.4849,18133,18766,23006,13583,6080,12397,13739,22818,14739,19028,08,003
"Arapahoe County, Colorado",617668,303932,313736,447507,64110,3497,34534,1298,38821,27901,6422,21479,502359,115309,0.4621,35250,40158,43744,17798,24106,27112,29892,23129,16440,16540,08,005
"Archuleta County, Colorado",12355,6274,6081,10585,119,302,89,0,1104,156,31,125,10065,2290,0.4425,28649,30804,31972,17167,24009,18893,14053,-666666666,14252,15068,08,007
"Baca County, Colorado",3648,1743,1905,3492,48,56,0,4,13,35,7,28,3285,363,0.4309,22113,22668,23065,18597,12183,10039,-666666666,,,8400,08,009
"Bent County, Colorado",5816,3821,1995,5025,472,72,34,0,98,115,33,82,3978,1838,0.4520,13772,15159,17621,10221,1854,3374,4868,-666666666,19746,6130,08,011
"Boulder County, Colorado",313961,157617,156344,278048,2914,1690,14060,235,8519,8495,1056,7439,271047,42914,0.4781,40097,42031,44955,18665,23202,17380,32098,45749,17809,22547,08,013
"Broomfield County, Colorado",62449,30980,31469,54028,610,298,3917,0,1469,2127,344,1783,55001,7448,0.4274,41698,43230,44772,28681,41867,27432,37018,-666666666,19554,28627,08,014
"Chaffee County, Colorado",18507,9854,8653,17739,237,136,67,0,120,208,74,134,16631,1876,0.4060,27848,28448,29811,14880,2532,16292,29984,-666666666,20020,16890,08,015
"Cheyenne County, Colorado",2071,1057,1014,1989,6,13,38,1,8,16,7,9,1805,266,0.3962,23916,24200,25991,10755,,12577,22211,,,13031,08,017
"Clear Creek County, Colorado",9238,4779,4459,8710,105,74,39,27,63,220,9,211,8715,523,0.4565,42355,43456,44658,16734,20586,27257,,,8738,18114,08,019
"Conejos County, Colorado",8213,4100,4113,7518,14,154,13,10,404,100,50,50,3778,4435,0.4469,18221,18502,21993,15289,12900,18981,16385,13260,14734,11439,08,021
"Costilla County, Colorado",3590,1924,1666,3345,13,7,38,0,81,106,0,106,1288,2302,0.5279,20238,19952,30061,14747,,,44195,-666666666,21037,21907,08,023
"Crowley County, Colorado",5537,3173,2364,4668,294,84,39,27,185,240,85,155,3829,1708,0.4411,12513,12894,14442,11365,115,3567,25926,,11820,23172,08,025
"Custer County, Colorado",4375,2146,2229,4069,136,41,0,1,51,77,0,77,4180,195,0.4323,22333,23069,23437,14470,9428,,-666666666,,20386,13229,08,027
"Delta County, Colorado",30221,15127,15094,28515,217,334,271,0,530,354,30,324,25722,4499,0.4739,24261,24725,26872,12144,1724,15578,17234,-666666666,21684,18083,08,029
"Denver County, Colorado",663303,331602,331701,510441,64805,6203,23191,406,35547,22710,4346,18364,459261,204042,0.5008,36616,40967,51601,16907,21796,19933,31343,20785,17759,20853,08,031
"Dolores County, Colorado",1789,946,843,1737,0,8,0,3,1,40,2,38,1696,93,0.4678,21112,21351,21821,12540,-666666666,,-666666666,,,9873,08,033
"Douglas County, Colorado",314238,156120,158118,283589,3533,767,13037,228,3782,9302,1104,8198,288503,25735,0.4016,47062,48127,49551,29013,47479,28620,45312,28267,32472,24804,08,035
"Eagle County, Colorado",52894,28064,24830,46821,416,337,441,49,3812,1018,162,856,37170,15724,0.4320,38604,41165,48248,17651,24296,24907,42801,,15346,16704,08,037
"Elbert County, Colorado",24225,12223,12002,22950,179,108,187,5,190,606,55,551,22711,1514,0.4052,39360,39795,40850,23686,44021,29665,43748,,38058,22211,08,039
"El Paso County, Colorado",665171,334605,330566,533391,40766,4104,17847,2329,29462,37272,5475,31797,557517,107654,0.4360,30261,32642,34397,18568,23367,21116,26200,25617,18660,16141,08,041
"Fremont County, Colorado",46835,27365,19470,42017,2360,498,379,30,757,794,271,523,40798,6037,0.4313,19427,20744,22555,8629,2246,9048,8264,,23956,8883,08,043
"Garfield County, Colorado",57495,29406,28089,49860,465,585,428,8,4876,1273,133,1140,41439,16056,0.4183,29179,30963,35170,14539,10395,47960,21717,,14480,16527,08,045
"Gilpin County, Colorado",5708,3019,2689,5196,17,63,11,0,146,275,73,202,5174,534,0.4210,37027,37468,38520,15562,,26573,,-666666666,69544,16428,08,047
